event_index,true_population,condition,replicate
272,CD8_T,control,4
273,junk_doublet,control,4
274,Neutrophil,control,4
275,Neutrophil,control,4
276,junk_noise,control,4
277,junk_doublet,control,4
278,junk_noise,control,4
279,CD4_T,control,4
280,junk_dead,control,4
281,junk_noise,control,4
282,B,control,4
283,junk_dead,control,4
284,junk_doublet,control,4
285,junk_doublet,control,4
286,junk_dead,control,4
287,junk_debris,control,4
288,junk_debris,control,4
289,Neutrophil,control,4
290,junk_noise,control,4
291,B,control,4
292,junk_dead,control,4
293,Neutrophil,control,4
294,junk_dead,control,4
295,B,control,4
296,junk_dead,control,4
297,junk_doublet,control,4
298,B,control,4
299,junk_debris,control,4
300,junk_debris,control,4
301,junk_dead,control,4
302,Myeloid,control,4
303,junk_noise,control,4
304,junk_debris,control,4
305,B,control,4
306,Myeloid,control,4
307,CD4_T,control,4
308,junk_noise,control,4
309,junk_doublet,control,4
310,junk_debris,control,4
311,CD4_T,control,4
312,CD4_T,control,4
313,CD8_T,control,4
314,junk_debris,control,4
315,CD4_T,control,4
316,junk_noise,control,4
317,Myeloid,control,4
318,junk_debris,control,4
319,junk_dead,control,4
320,junk_debris,control,4
321,junk_doublet,control,4
322,junk_debris,control,4
323,Neutrophil,control,4
324,junk_noise,control,4
325,junk_doublet,control,4
326,junk_doublet,control,4
327,B,control,4
328,junk_debris,control,4
329,junk_noise,control,4
330,junk_noise,control,4
331,junk_debris,control,4
332,B,control,4
333,junk_debris,control,4
334,junk_dead,control,4
335,junk_doublet,control,4
336,junk_debris,control,4
337,junk_debris,control,4
338,junk_dead,control,4
339,junk_debris,control,4
340,junk_doublet,control,4
341,B,control,4
342,CD4_T,control,4
343,junk_doublet,control,4
344,junk_dead,control,4
345,Neutrophil,control,4
346,Myeloid,control,4
347,junk_doublet,control,4
348,Neutrophil,control,4
349,junk_debris,control,4
350,junk_doublet,control,4
351,junk_doublet,control,4
352,junk_debris,control,4
353,Myeloid,control,4
354,CD8_T,control,4
355,CD4_T,control,4
356,junk_debris,control,4
357,junk_doublet,control,4
358,junk_debris,control,4
359,junk_debris,control,4
360,B,control,4
361,junk_dead,control,4
362,CD4_T,control,4
363,junk_debris,control,4
364,Myeloid,control,4
365,junk_noise,control,4
366,junk_debris,control,4
367,B,control,4
368,B,control,4
369,Myeloid,control,4
370,CD4_T,control,4
371,junk_debris,control,4
372,junk_doublet,control,4
373,Neutrophil,control,4
374,Myeloid,control,4
375,junk_debris,control,4
376,CD4_T,control,4
377,junk_debris,control,4
378,Myeloid,control,4
379,junk_debris,control,4
380,junk_noise,control,4
381,Myeloid,control,4
382,CD4_T,control,4
383,junk_dead,control,4
384,junk_dead,control,4
385,Neutrophil,control,4
386,junk_noise,control,4
387,junk_debris,control,4
388,junk_debris,control,4
389,junk_debris,control,4
390,junk_doublet,control,4
391,CD4_T,control,4
392,junk_doublet,control,4
393,junk_doublet,control,4
394,junk_dead,control,4
395,junk_dead,control,4
396,junk_debris,control,4
397,B,control,4
398,junk_doublet,control,4
399,B,control,4
400,junk_noise,control,4
401,junk_debris,control,4
402,junk_noise,control,4
403,B,control,4
404,junk_noise,control,4
405,Myeloid,control,4
406,Neutrophil,control,4
407,junk_doublet,control,4
408,junk_noise,control,4
409,junk_dead,control,4
410,B,control,4
411,junk_doublet,control,4
412,CD4_T,control,4
413,junk_doublet,control,4
414,CD4_T,control,4
415,junk_debris,control,4
416,Myeloid,control,4
417,Myeloid,control,4
418,junk_noise,control,4
419,junk_noise,control,4
420,junk_noise,control,4
421,Neutrophil,control,4
422,junk_debris,control,4
423,CD8_T,control,4
424,junk_debris,control,4
425,Neutrophil,control,4
426,junk_dead,control,4
427,B,control,4
428,junk_debris,control,4
429,junk_dead,control,4
430,junk_dead,control,4
431,junk_doublet,control,4
432,junk_noise,control,4
433,B,control,4
434,DC,control,4
435,junk_dead,control,4
436,junk_debris,control,4
437,CD4_T,control,4
438,junk_doublet,control,4
439,junk_dead,control,4
440,junk_dead,control,4
441,junk_dead,control,4
442,CD8_T,control,4
443,junk_dead,control,4
444,junk_dead,control,4
445,junk_doublet,control,4
446,junk_dead,control,4
447,Myeloid,control,4
448,junk_debris,control,4
449,junk_noise,control,4
450,B,control,4
451,junk_doublet,control,4
452,CD4_T,control,4
453,junk_noise,control,4
454,junk_debris,control,4
455,junk_doublet,control,4
456,junk_debris,control,4
457,junk_noise,control,4
458,junk_debris,control,4
459,NK,control,4
460,junk_debris,control,4
461,B,control,4
462,NK,control,4
463,junk_dead,control,4
464,Neutrophil,control,4
465,junk_debris,control,4
466,junk_dead,control,4
467,junk_dead,control,4
468,CD8_T,control,4
469,junk_debris,control,4
470,junk_debris,control,4
471,Neutrophil,control,4
472,Neutrophil,control,4
473,Neutrophil,control,4
474,junk_debris,control,4
475,junk_debris,control,4
476,junk_dead,control,4
477,junk_doublet,control,4
478,junk_debris,control,4
479,junk_dead,control,4
480,junk_debris,control,4
481,junk_dead,control,4
482,junk_debris,control,4
483,junk_debris,control,4
484,junk_doublet,control,4
485,junk_debris,control,4
486,junk_debris,control,4
487,junk_dead,control,4
488,junk_debris,control,4
489,DC,control,4
490,B,control,4
491,CD4_T,control,4
492,junk_doublet,control,4
493,Neutrophil,control,4
494,junk_doublet,control,4
495,Neutrophil,control,4
496,junk_doublet,control,4
497,junk_dead,control,4
498,junk_debris,control,4
499,junk_debris,control,4
500,Myeloid,control,4
501,junk_debris,control,4
502,junk_debris,control,4
503,junk_dead,control,4
504,junk_doublet,control,4
505,DC,control,4
506,junk_dead,control,4
507,junk_doublet,control,4
508,junk_debris,control,4
509,junk_debris,control,4
510,junk_debris,control,4
511,Myeloid,control,4
512,Neutrophil,control,4
513,B,control,4
514,junk_dead,control,4
515,Myeloid,control,4
516,junk_dead,control,4
517,junk_noise,control,4
518,B,control,4
519,junk_doublet,control,4
520,junk_doublet,control,4
521,NK,control,4
522,CD8_T,control,4
523,junk_noise,control,4
524,Neutrophil,control,4
525,junk_debris,control,4
526,junk_doublet,control,4
527,junk_doublet,control,4
528,junk_noise,control,4
529,junk_debris,control,4
530,Neutrophil,control,4
531,DC,control,4
532,B,control,4
533,junk_dead,control,4
534,junk_dead,control,4
535,B,control,4
536,junk_debris,control,4
537,junk_noise,control,4
538,junk_debris,control,4
539,Myeloid,control,4
540,junk_debris,control,4
541,B,control,4
542,CD4_T,control,4
543,B,control,4
544,junk_dead,control,4
545,B,control,4
546,junk_doublet,control,4
547,junk_noise,control,4
548,NK,control,4
549,junk_debris,control,4
550,junk_doublet,control,4
551,CD4_T,control,4
552,DC,control,4
553,junk_dead,control,4
554,Myeloid,control,4
555,junk_dead,control,4
556,junk_dead,control,4
557,CD8_T,control,4
558,junk_debris,control,4
559,junk_dead,control,4
560,junk_dead,control,4
561,B,control,4
562,CD8_T,control,4
563,junk_doublet,control,4
564,junk_debris,control,4
565,Myeloid,control,4
566,junk_noise,control,4
567,junk_noise,control,4
568,junk_noise,control,4
569,junk_doublet,control,4
570,B,control,4
571,junk_noise,control,4
572,B,control,4
573,junk_doublet,control,4
574,junk_debris,control,4
575,junk_doublet,control,4
576,junk_debris,control,4
577,junk_debris,control,4
578,junk_noise,control,4
579,junk_dead,control,4
580,B,control,4
581,junk_noise,control,4
582,CD8_T,control,4
583,B,control,4
584,junk_dead,control,4
585,CD8_T,control,4
586,Neutrophil,control,4
587,junk_doublet,control,4
588,CD8_T,control,4
589,junk_noise,control,4
590,junk_dead,control,4
591,junk_dead,control,4
592,CD4_T,control,4
593,Neutrophil,control,4
594,CD8_T,control,4
595,junk_dead,control,4
596,junk_noise,control,4
597,B,control,4
598,junk_debris,control,4
599,Myeloid,control,4
600,B,control,4
601,junk_dead,control,4
602,B,control,4
603,junk_dead,control,4
604,B,control,4
605,junk_debris,control,4
606,junk_dead,control,4
607,junk_noise,control,4
608,junk_doublet,control,4
609,junk_debris,control,4
610,junk_debris,control,4
611,Myeloid,control,4
612,junk_dead,control,4
613,junk_doublet,control,4
614,junk_debris,control,4
615,CD4_T,control,4
616,CD8_T,control,4
617,B,control,4
618,junk_debris,control,4
619,junk_doublet,control,4
620,Neutrophil,control,4
621,junk_dead,control,4
622,junk_noise,control,4
623,NK,control,4
624,NK,control,4
625,junk_dead,control,4
626,junk_debris,control,4
627,Myeloid,control,4
628,CD4_T,control,4
629,junk_dead,control,4
630,Neutrophil,control,4
631,CD4_T,control,4
632,B,control,4
633,DC,control,4
634,junk_debris,control,4
635,junk_doublet,control,4
636,CD4_T,control,4
637,junk_debris,control,4
638,Neutrophil,control,4
639,junk_dead,control,4
640,B,control,4
641,junk_debris,control,4
642,junk_debris,control,4
643,junk_debris,control,4
644,junk_noise,control,4
645,Neutrophil,control,4
646,junk_noise,control,4
647,junk_dead,control,4
648,junk_dead,control,4
649,junk_noise,control,4
650,B,control,4
651,junk_dead,control,4
652,junk_dead,control,4
653,junk_noise,control,4
654,junk_doublet,control,4
655,junk_dead,control,4
656,junk_doublet,control,4
657,DC,control,4
658,NK,control,4
659,CD4_T,control,4
660,junk_doublet,control,4
661,NK,control,4
662,junk_dead,control,4
663,junk_dead,control,4
664,junk_doublet,control,4
665,CD4_T,control,4
666,junk_dead,control,4
667,junk_doublet,control,4
668,Myeloid,control,4
669,junk_dead,control,4
670,Myeloid,control,4
671,junk_debris,control,4
672,Neutrophil,control,4
673,junk_debris,control,4
674,junk_doublet,control,4
675,Neutrophil,control,4
676,CD4_T,control,4
677,junk_debris,control,4
678,CD4_T,control,4
679,Myeloid,control,4
680,Myeloid,control,4
681,junk_debris,control,4
682,B,control,4
683,junk_debris,control,4
684,junk_debris,control,4
685,junk_dead,control,4
686,B,control,4
687,junk_doublet,control,4
688,junk_noise,control,4
689,Neutrophil,control,4
690,Myeloid,control,4
691,junk_debris,control,4
692,junk_noise,control,4
693,junk_debris,control,4
694,junk_doublet,control,4
695,B,control,4
696,junk_debris,control,4
697,junk_debris,control,4
698,Myeloid,control,4
699,junk_doublet,control,4
700,junk_dead,control,4
701,junk_doublet,control,4
702,junk_debris,control,4
703,junk_noise,control,4
704,CD8_T,control,4
705,CD8_T,control,4
706,junk_doublet,control,4
707,Myeloid,control,4
708,junk_doublet,control,4
709,CD8_T,control,4
710,junk_dead,control,4
711,junk_debris,control,4
712,junk_debris,control,4
713,CD4_T,control,4
714,junk_debris,control,4
715,junk_dead,control,4
716,junk_debris,control,4
717,Myeloid,control,4
718,B,control,4
719,CD4_T,control,4
720,junk_dead,control,4
721,junk_doublet,control,4
722,junk_doublet,control,4
723,junk_debris,control,4
724,Neutrophil,control,4
725,junk_debris,control,4
726,junk_debris,control,4
727,CD4_T,control,4
728,junk_debris,control,4
729,B,control,4
730,junk_debris,control,4
731,junk_doublet,control,4
732,junk_debris,control,4
733,junk_dead,control,4
734,Neutrophil,control,4
735,Myeloid,control,4
736,junk_debris,control,4
737,junk_dead,control,4
738,junk_dead,control,4
739,junk_dead,control,4
740,junk_doublet,control,4
741,junk_doublet,control,4
742,NK,control,4
743,junk_doublet,control,4
744,Neutrophil,control,4
745,junk_debris,control,4
746,junk_doublet,control,4
747,junk_debris,control,4
748,junk_debris,control,4
749,junk_dead,control,4
750,junk_doublet,control,4
751,junk_debris,control,4
752,junk_doublet,control,4
753,junk_debris,control,4
754,Myeloid,control,4
755,junk_debris,control,4
756,junk_dead,control,4
757,junk_noise,control,4
758,junk_debris,control,4
759,junk_dead,control,4
760,junk_noise,control,4
761,CD4_T,control,4
762,junk_debris,control,4
763,CD4_T,control,4
764,junk_debris,control,4
765,junk_doublet,control,4
766,junk_dead,control,4
767,junk_debris,control,4
768,B,control,4
769,B,control,4
770,CD8_T,control,4
771,junk_noise,control,4
772,junk_dead,control,4
773,junk_doublet,control,4
774,junk_dead,control,4
775,junk_doublet,control,4
776,junk_noise,control,4
777,junk_debris,control,4
778,junk_dead,control,4
779,B,control,4
780,junk_debris,control,4
781,junk_debris,control,4
782,CD4_T,control,4
783,Neutrophil,control,4
784,junk_noise,control,4
785,B,control,4
786,junk_noise,control,4
787,junk_debris,control,4
788,junk_debris,control,4
789,junk_debris,control,4
790,junk_dead,control,4
791,junk_noise,control,4
792,junk_dead,control,4
793,junk_dead,control,4
794,junk_debris,control,4
795,Neutrophil,control,4
796,junk_noise,control,4
797,junk_debris,control,4
798,junk_noise,control,4
799,Myeloid,control,4
800,junk_debris,control,4
801,junk_doublet,control,4
802,CD4_T,control,4
803,DC,control,4
804,junk_doublet,control,4
805,CD8_T,control,4
806,junk_dead,control,4
807,junk_debris,control,4
808,junk_dead,control,4
809,Myeloid,control,4
810,junk_noise,control,4
811,junk_noise,control,4
812,junk_debris,control,4
813,junk_doublet,control,4
814,junk_debris,control,4
815,CD8_T,control,4
816,junk_debris,control,4
817,junk_debris,control,4
818,junk_noise,control,4
819,junk_dead,control,4
820,junk_doublet,control,4
821,junk_dead,control,4
822,junk_dead,control,4
823,junk_dead,control,4
824,junk_dead,control,4
825,junk_dead,control,4
826,junk_doublet,control,4
827,junk_noise,control,4
828,junk_noise,control,4
829,junk_doublet,control,4
830,junk_noise,control,4
831,junk_doublet,control,4
832,CD8_T,control,4
833,junk_dead,control,4
834,junk_debris,control,4
835,junk_debris,control,4
836,junk_debris,control,4
837,junk_dead,control,4
838,B,control,4
839,junk_noise,control,4
840,junk_noise,control,4
841,junk_debris,control,4
842,B,control,4
843,junk_noise,control,4
844,junk_doublet,control,4
845,junk_dead,control,4
846,junk_dead,control,4
847,junk_debris,control,4
848,junk_debris,control,4
849,B,control,4
850,Myeloid,control,4
851,junk_debris,control,4
852,junk_doublet,control,4
853,junk_noise,control,4
854,CD8_T,control,4
855,junk_doublet,control,4
856,junk_dead,control,4
857,junk_debris,control,4
858,junk_dead,control,4
859,junk_noise,control,4
860,junk_noise,control,4
861,CD4_T,control,4
862,junk_debris,control,4
863,CD4_T,control,4
864,CD4_T,control,4
865,junk_dead,control,4
866,CD4_T,control,4
867,junk_dead,control,4
868,junk_noise,control,4
869,DC,control,4
870,junk_noise,control,4
871,Myeloid,control,4
872,junk_debris,control,4
873,junk_noise,control,4
874,DC,control,4
875,junk_debris,control,4
876,junk_debris,control,4
877,CD4_T,control,4
878,B,control,4
879,NK,control,4
880,junk_debris,control,4
881,junk_dead,control,4
882,junk_debris,control,4
883,CD8_T,control,4
884,junk_dead,control,4
885,junk_doublet,control,4
886,junk_debris,control,4
887,junk_debris,control,4
888,junk_noise,control,4
889,junk_debris,control,4
890,junk_dead,control,4
891,junk_debris,control,4
892,junk_dead,control,4
893,junk_debris,control,4
894,junk_doublet,control,4
895,Neutrophil,control,4
896,junk_debris,control,4
897,junk_debris,control,4
898,junk_dead,control,4
899,CD8_T,control,4
900,junk_dead,control,4
901,junk_doublet,control,4
902,NK,control,4
903,junk_doublet,control,4
904,B,control,4
905,junk_dead,control,4
906,junk_debris,control,4
907,B,control,4
908,junk_debris,control,4
909,junk_debris,control,4
910,junk_debris,control,4
911,junk_dead,control,4
912,junk_debris,control,4
913,junk_debris,control,4
914,junk_noise,control,4
915,Myeloid,control,4
916,CD8_T,control,4
917,junk_debris,control,4
918,junk_debris,control,4
919,junk_debris,control,4
920,junk_dead,control,4
921,junk_dead,control,4
922,junk_dead,control,4
923,junk_debris,control,4
924,junk_debris,control,4
925,B,control,4
926,junk_debris,control,4
927,junk_debris,control,4
928,CD4_T,control,4
929,junk_noise,control,4
930,junk_noise,control,4
931,Myeloid,control,4
932,CD8_T,control,4
933,junk_dead,control,4
934,B,control,4
935,junk_noise,control,4
936,junk_dead,control,4
937,junk_doublet,control,4
938,junk_debris,control,4
939,CD8_T,control,4
940,junk_dead,control,4
941,junk_doublet,control,4
942,Myeloid,control,4
943,junk_dead,control,4
944,junk_dead,control,4
945,CD4_T,control,4
946,CD4_T,control,4
947,CD4_T,control,4
948,B,control,4
949,CD8_T,control,4
950,junk_doublet,control,4
951,B,control,4
952,CD4_T,control,4
953,junk_debris,control,4
954,junk_noise,control,4
955,junk_dead,control,4
956,junk_noise,control,4
957,Neutrophil,control,4
958,junk_doublet,control,4
959,Myeloid,control,4
960,CD4_T,control,4
961,junk_noise,control,4
962,Myeloid,control,4
963,junk_debris,control,4
964,junk_doublet,control,4
965,junk_dead,control,4
966,junk_doublet,control,4
967,Neutrophil,control,4
968,junk_dead,control,4
969,junk_dead,control,4
970,junk_dead,control,4
971,Myeloid,control,4
972,CD4_T,control,4
973,Myeloid,control,4
974,junk_noise,control,4
975,junk_debris,control,4
976,junk_debris,control,4
977,B,control,4
978,Myeloid,control,4
979,CD8_T,control,4
980,B,control,4
981,B,control,4
982,Neutrophil,control,4
983,junk_debris,control,4
984,Myeloid,control,4
985,junk_debris,control,4
986,CD8_T,control,4
987,Myeloid,control,4
988,junk_debris,control,4
989,CD8_T,control,4
990,junk_doublet,control,4
991,CD4_T,control,4
992,junk_debris,control,4
993,junk_dead,control,4
994,junk_debris,control,4
995,junk_noise,control,4
996,B,control,4
997,junk_doublet,control,4
998,junk_debris,control,4
999,junk_noise,control,4
1000,NK,control,4
1001,junk_noise,control,4
1002,junk_doublet,control,4
1003,Neutrophil,control,4
1004,Myeloid,control,4
1005,junk_dead,control,4
1006,junk_noise,control,4
1007,junk_debris,control,4
1008,junk_noise,control,4
1009,junk_dead,control,4
1010,junk_dead,control,4
1011,junk_noise,control,4
1012,B,control,4
1013,Neutrophil,control,4
1014,junk_doublet,control,4
1015,junk_noise,control,4
1016,Myeloid,control,4
1017,junk_debris,control,4
1018,CD8_T,control,4
1019,B,control,4
1020,junk_doublet,control,4
1021,DC,control,4
1022,junk_doublet,control,4
1023,junk_noise,control,4
1024,Neutrophil,control,4
1025,B,control,4
1026,Neutrophil,control,4
1027,B,control,4
1028,junk_noise,control,4
1029,junk_dead,control,4
1030,Myeloid,control,4
1031,junk_dead,control,4
1032,Neutrophil,control,4
1033,CD4_T,control,4
1034,Myeloid,control,4
1035,junk_debris,control,4
1036,junk_noise,control,4
1037,junk_noise,control,4
1038,junk_dead,control,4
1039,CD4_T,control,4
1040,Myeloid,control,4
1041,CD4_T,control,4
1042,B,control,4
1043,junk_dead,control,4
1044,junk_noise,control,4
1045,junk_doublet,control,4
1046,junk_noise,control,4
1047,junk_doublet,control,4
1048,junk_dead,control,4
1049,CD4_T,control,4
1050,junk_doublet,control,4
1051,junk_debris,control,4
1052,junk_debris,control,4
1053,CD4_T,control,4
1054,junk_doublet,control,4
1055,NK,control,4
1056,junk_debris,control,4
1057,junk_dead,control,4
1058,junk_debris,control,4
1059,junk_debris,control,4
1060,junk_noise,control,4
1061,junk_debris,control,4
1062,Myeloid,control,4
1063,junk_debris,control,4
1064,Myeloid,control,4
1065,junk_dead,control,4
1066,junk_dead,control,4
1067,junk_noise,control,4
1068,junk_debris,control,4
1069,junk_dead,control,4
1070,CD4_T,control,4
1071,junk_doublet,control,4
1072,junk_dead,control,4
1073,Myeloid,control,4
1074,junk_doublet,control,4
1075,junk_dead,control,4
1076,CD8_T,control,4
1077,junk_doublet,control,4
1078,junk_debris,control,4
1079,Neutrophil,control,4
1080,junk_dead,control,4
1081,junk_noise,control,4
1082,junk_debris,control,4
1083,Neutrophil,control,4
1084,Neutrophil,control,4
1085,CD4_T,control,4
1086,junk_doublet,control,4
1087,junk_dead,control,4
1088,junk_doublet,control,4
1089,junk_debris,control,4
1090,junk_doublet,control,4
1091,junk_doublet,control,4
1092,junk_debris,control,4
1093,B,control,4
1094,junk_doublet,control,4
1095,Neutrophil,control,4
1096,junk_debris,control,4
1097,junk_debris,control,4
1098,CD4_T,control,4
1099,junk_debris,control,4
1100,Myeloid,control,4
1101,Neutrophil,control,4
1102,junk_doublet,control,4
1103,Myeloid,control,4
1104,Neutrophil,control,4
1105,junk_dead,control,4
1106,Myeloid,control,4
1107,junk_dead,control,4
1108,junk_noise,control,4
1109,junk_debris,control,4
1110,Neutrophil,control,4
1111,junk_doublet,control,4
1112,B,control,4
1113,B,control,4
1114,junk_noise,control,4
1115,junk_noise,control,4
1116,junk_doublet,control,4
1117,CD8_T,control,4
1118,junk_noise,control,4
1119,junk_doublet,control,4
1120,junk_debris,control,4
1121,junk_noise,control,4
1122,junk_debris,control,4
1123,junk_doublet,control,4
1124,Neutrophil,control,4
1125,junk_dead,control,4
1126,junk_dead,control,4
1127,junk_debris,control,4
1128,junk_noise,control,4
1129,NK,control,4
1130,B,control,4
1131,junk_doublet,control,4
1132,junk_noise,control,4
1133,Neutrophil,control,4
1134,B,control,4
1135,junk_dead,control,4
1136,junk_debris,control,4
1137,junk_debris,control,4
1138,junk_dead,control,4
1139,junk_debris,control,4
1140,junk_doublet,control,4
1141,junk_debris,control,4
1142,junk_dead,control,4
1143,junk_debris,control,4
1144,junk_debris,control,4
1145,junk_dead,control,4
1146,junk_debris,control,4
1147,junk_debris,control,4
1148,Myeloid,control,4
1149,Myeloid,control,4
1150,CD8_T,control,4
1151,junk_dead,control,4
1152,CD8_T,control,4
1153,junk_doublet,control,4
1154,B,control,4
1155,CD4_T,control,4
1156,junk_dead,control,4
1157,Neutrophil,control,4
1158,CD8_T,control,4
1159,junk_noise,control,4
1160,B,control,4
1161,Neutrophil,control,4
1162,CD4_T,control,4
1163,junk_debris,control,4
1164,CD4_T,control,4
1165,junk_dead,control,4
1166,CD4_T,control,4
1167,junk_doublet,control,4
1168,junk_doublet,control,4
1169,junk_dead,control,4
