event_index,true_population,condition,replicate
187,Myeloid,control,1
188,B,control,1
189,junk_debris,control,1
190,junk_doublet,control,1
191,junk_noise,control,1
192,Neutrophil,control,1
193,junk_debris,control,1
194,junk_doublet,control,1
195,junk_debris,control,1
196,junk_debris,control,1
197,junk_doublet,control,1
198,CD8_T,control,1
199,junk_noise,control,1
200,junk_dead,control,1
201,junk_doublet,control,1
202,CD4_T,control,1
203,B,control,1
204,junk_debris,control,1
205,junk_debris,control,1
206,junk_noise,control,1
207,junk_dead,control,1
208,Myeloid,control,1
209,junk_debris,control,1
210,junk_debris,control,1
211,junk_doublet,control,1
212,junk_debris,control,1
213,junk_dead,control,1
214,junk_dead,control,1
215,CD8_T,control,1
216,junk_doublet,control,1
217,junk_debris,control,1
218,junk_debris,control,1
219,Neutrophil,control,1
220,junk_debris,control,1
221,junk_debris,control,1
222,junk_noise,control,1
223,junk_debris,control,1
224,junk_debris,control,1
225,junk_dead,control,1
226,junk_dead,control,1
227,junk_dead,control,1
228,junk_doublet,control,1
229,junk_dead,control,1
230,B,control,1
231,Myeloid,control,1
232,DC,control,1
233,B,control,1
234,Myeloid,control,1
235,junk_debris,control,1
236,NK,control,1
237,CD8_T,control,1
238,B,control,1
239,junk_doublet,control,1
240,B,control,1
241,B,control,1
242,junk_dead,control,1
243,junk_debris,control,1
244,Myeloid,control,1
245,junk_debris,control,1
246,Neutrophil,control,1
247,junk_debris,control,1
248,junk_dead,control,1
249,CD4_T,control,1
250,junk_dead,control,1
251,CD4_T,control,1
252,junk_doublet,control,1
253,B,control,1
254,junk_debris,control,1
255,junk_debris,control,1
256,junk_dead,control,1
257,B,control,1
258,B,control,1
259,B,control,1
260,junk_dead,control,1
261,junk_noise,control,1
262,DC,control,1
263,junk_dead,control,1
264,junk_noise,control,1
265,junk_dead,control,1
266,junk_debris,control,1
267,junk_doublet,control,1
268,B,control,1
269,junk_noise,control,1
270,Neutrophil,control,1
271,junk_debris,control,1
272,junk_noise,control,1
273,junk_debris,control,1
274,junk_debris,control,1
275,junk_doublet,control,1
276,Myeloid,control,1
277,junk_dead,control,1
278,junk_doublet,control,1
279,junk_doublet,control,1
280,junk_dead,control,1
281,B,control,1
282,junk_doublet,control,1
283,junk_dead,control,1
284,junk_doublet,control,1
285,CD8_T,control,1
286,junk_debris,control,1
287,junk_noise,control,1
288,junk_noise,control,1
289,junk_debris,control,1
290,junk_debris,control,1
291,junk_debris,control,1
292,B,control,1
293,junk_debris,control,1
294,CD8_T,control,1
295,junk_debris,control,1
296,junk_dead,control,1
297,junk_dead,control,1
298,junk_dead,control,1
299,junk_dead,control,1
300,junk_dead,control,1
301,DC,control,1
302,junk_doublet,control,1
303,Myeloid,control,1
304,junk_debris,control,1
305,junk_debris,control,1
306,B,control,1
307,junk_debris,control,1
308,junk_debris,control,1
309,junk_dead,control,1
310,CD8_T,control,1
311,NK,control,1
312,junk_debris,control,1
313,junk_dead,control,1
314,B,control,1
315,junk_doublet,control,1
316,junk_debris,control,1
317,junk_debris,control,1
318,Myeloid,control,1
319,junk_debris,control,1
320,junk_dead,control,1
321,junk_debris,control,1
322,Myeloid,control,1
323,CD4_T,control,1
324,B,control,1
325,Myeloid,control,1
326,junk_noise,control,1
327,junk_debris,control,1
328,junk_dead,control,1
329,junk_noise,control,1
330,junk_dead,control,1
331,junk_debris,control,1
332,junk_doublet,control,1
333,junk_debris,control,1
334,DC,control,1
335,junk_doublet,control,1
336,CD4_T,control,1
337,B,control,1
338,junk_dead,control,1
339,junk_doublet,control,1
340,junk_debris,control,1
341,junk_debris,control,1
342,Myeloid,control,1
343,junk_noise,control,1
344,junk_debris,control,1
345,junk_dead,control,1
346,junk_debris,control,1
347,junk_dead,control,1
348,CD8_T,control,1
349,junk_debris,control,1
350,junk_dead,control,1
351,junk_doublet,control,1
352,Myeloid,control,1
353,junk_dead,control,1
354,junk_noise,control,1
355,junk_debris,control,1
356,junk_noise,control,1
357,Neutrophil,control,1
358,junk_debris,control,1
359,junk_debris,control,1
360,CD4_T,control,1
361,CD8_T,control,1
362,junk_dead,control,1
363,junk_dead,control,1
364,B,control,1
365,junk_doublet,control,1
366,junk_debris,control,1
367,junk_dead,control,1
368,junk_debris,control,1
369,junk_debris,control,1
370,junk_dead,control,1
371,junk_debris,control,1
372,junk_doublet,control,1
373,Myeloid,control,1
374,Myeloid,control,1
375,B,control,1
376,junk_noise,control,1
377,CD4_T,control,1
378,DC,control,1
379,junk_debris,control,1
380,junk_noise,control,1
381,junk_doublet,control,1
382,B,control,1
383,junk_noise,control,1
384,junk_noise,control,1
385,junk_debris,control,1
386,Myeloid,control,1
387,Myeloid,control,1
388,junk_debris,control,1
389,junk_doublet,control,1
390,junk_debris,control,1
391,Neutrophil,control,1
392,Neutrophil,control,1
393,CD8_T,control,1
394,junk_dead,control,1
395,Neutrophil,control,1
396,junk_debris,control,1
397,junk_doublet,control,1
398,junk_dead,control,1
399,junk_debris,control,1
400,CD4_T,control,1
401,junk_dead,control,1
402,junk_debris,control,1
403,junk_doublet,control,1
404,junk_dead,control,1
405,junk_dead,control,1
406,junk_dead,control,1
407,DC,control,1
408,B,control,1
409,junk_doublet,control,1
410,junk_dead,control,1
411,junk_doublet,control,1
412,junk_debris,control,1
413,junk_noise,control,1
414,CD8_T,control,1
415,junk_doublet,control,1
416,CD8_T,control,1
417,DC,control,1
418,junk_noise,control,1
419,junk_doublet,control,1
420,junk_noise,control,1
421,junk_doublet,control,1
422,Neutrophil,control,1
423,B,control,1
424,junk_dead,control,1
425,B,control,1
426,junk_noise,control,1
427,junk_doublet,control,1
428,junk_dead,control,1
429,NK,control,1
430,junk_dead,control,1
431,Myeloid,control,1
432,B,control,1
433,Myeloid,control,1
434,CD4_T,control,1
435,B,control,1
436,junk_debris,control,1
437,junk_noise,control,1
438,junk_debris,control,1
439,CD4_T,control,1
440,junk_dead,control,1
441,junk_dead,control,1
442,Myeloid,control,1
443,Myeloid,control,1
444,CD8_T,control,1
445,junk_debris,control,1
446,junk_dead,control,1
447,CD8_T,control,1
448,junk_debris,control,1
449,junk_noise,control,1
450,CD4_T,control,1
451,junk_doublet,control,1
452,DC,control,1
453,junk_dead,control,1
454,junk_debris,control,1
455,junk_debris,control,1
456,junk_debris,control,1
457,junk_doublet,control,1
458,junk_debris,control,1
459,junk_debris,control,1
460,junk_doublet,control,1
461,junk_doublet,control,1
462,junk_debris,control,1
463,junk_doublet,control,1
464,junk_debris,control,1
465,CD8_T,control,1
466,junk_debris,control,1
467,junk_debris,control,1
468,CD8_T,control,1
469,junk_dead,control,1
470,junk_doublet,control,1
471,junk_dead,control,1
472,junk_dead,control,1
473,junk_noise,control,1
474,junk_dead,control,1
475,Myeloid,control,1
476,junk_noise,control,1
477,NK,control,1
478,CD8_T,control,1
479,CD8_T,control,1
480,DC,control,1
481,junk_doublet,control,1
482,junk_doublet,control,1
483,junk_debris,control,1
484,junk_doublet,control,1
485,junk_debris,control,1
486,junk_dead,control,1
487,CD4_T,control,1
488,junk_doublet,control,1
489,CD4_T,control,1
490,junk_dead,control,1
491,junk_debris,control,1
492,junk_debris,control,1
493,B,control,1
494,junk_debris,control,1
495,CD8_T,control,1
496,junk_debris,control,1
497,DC,control,1
498,B,control,1
499,junk_doublet,control,1
500,Neutrophil,control,1
501,CD4_T,control,1
502,junk_noise,control,1
503,B,control,1
504,Myeloid,control,1
505,CD4_T,control,1
506,junk_debris,control,1
507,junk_dead,control,1
508,Myeloid,control,1
509,junk_noise,control,1
510,Myeloid,control,1
511,junk_doublet,control,1
512,junk_doublet,control,1
513,junk_doublet,control,1
514,CD4_T,control,1
515,Myeloid,control,1
516,junk_debris,control,1
517,junk_dead,control,1
518,CD4_T,control,1
519,junk_debris,control,1
520,junk_debris,control,1
521,junk_debris,control,1
522,junk_debris,control,1
523,Neutrophil,control,1
524,junk_noise,control,1
525,Neutrophil,control,1
526,Myeloid,control,1
527,junk_doublet,control,1
528,junk_debris,control,1
529,junk_debris,control,1
530,junk_noise,control,1
531,Neutrophil,control,1
532,junk_dead,control,1
533,junk_debris,control,1
534,junk_debris,control,1
535,B,control,1
536,Myeloid,control,1
537,junk_debris,control,1
538,CD8_T,control,1
539,junk_doublet,control,1
540,junk_dead,control,1
541,DC,control,1
542,CD8_T,control,1
543,junk_dead,control,1
544,junk_doublet,control,1
545,Myeloid,control,1
546,junk_noise,control,1
547,junk_noise,control,1
548,B,control,1
549,junk_debris,control,1
550,junk_dead,control,1
551,CD4_T,control,1
552,CD8_T,control,1
553,Myeloid,control,1
554,junk_dead,control,1
555,junk_doublet,control,1
556,NK,control,1
557,junk_debris,control,1
558,junk_doublet,control,1
559,junk_debris,control,1
560,junk_dead,control,1
561,B,control,1
562,junk_dead,control,1
563,junk_debris,control,1
564,junk_debris,control,1
565,NK,control,1
566,junk_noise,control,1
567,junk_debris,control,1
568,CD4_T,control,1
569,junk_noise,control,1
570,junk_dead,control,1
571,Neutrophil,control,1
572,junk_doublet,control,1
573,junk_doublet,control,1
574,junk_noise,control,1
575,junk_doublet,control,1
576,junk_dead,control,1
577,B,control,1
578,B,control,1
579,B,control,1
580,CD8_T,control,1
581,junk_dead,control,1
582,junk_debris,control,1
583,junk_debris,control,1
584,junk_noise,control,1
585,junk_debris,control,1
586,junk_debris,control,1
587,DC,control,1
588,junk_noise,control,1
589,CD4_T,control,1
590,junk_noise,control,1
591,junk_noise,control,1
592,Neutrophil,control,1
593,junk_debris,control,1
594,junk_debris,control,1
595,junk_noise,control,1
596,junk_dead,control,1
597,junk_debris,control,1
598,junk_noise,control,1
599,NK,control,1
600,NK,control,1
601,junk_doublet,control,1
602,B,control,1
603,junk_dead,control,1
604,junk_doublet,control,1
605,junk_noise,control,1
606,CD8_T,control,1
607,junk_doublet,control,1
608,junk_debris,control,1
609,junk_debris,control,1
610,junk_dead,control,1
611,Myeloid,control,1
612,CD8_T,control,1
613,junk_dead,control,1
614,junk_debris,control,1
615,junk_noise,control,1
616,junk_noise,control,1
617,CD4_T,control,1
618,Myeloid,control,1
619,B,control,1
620,Neutrophil,control,1
621,B,control,1
622,junk_doublet,control,1
623,junk_debris,control,1
624,junk_doublet,control,1
625,junk_doublet,control,1
626,junk_dead,control,1
627,CD4_T,control,1
628,B,control,1
629,Myeloid,control,1
630,junk_debris,control,1
631,junk_debris,control,1
632,B,control,1
633,junk_debris,control,1
634,junk_noise,control,1
635,DC,control,1
636,junk_debris,control,1
637,junk_doublet,control,1
638,junk_dead,control,1
639,NK,control,1
640,junk_doublet,control,1
641,junk_debris,control,1
642,junk_debris,control,1
643,B,control,1
644,junk_noise,control,1
645,CD4_T,control,1
646,junk_noise,control,1
647,Neutrophil,control,1
648,junk_doublet,control,1
649,Myeloid,control,1
650,junk_debris,control,1
651,B,control,1
652,junk_debris,control,1
653,B,control,1
654,B,control,1
655,junk_noise,control,1
656,junk_dead,control,1
657,B,control,1
658,B,control,1
659,CD4_T,control,1
660,CD4_T,control,1
661,junk_noise,control,1
662,junk_noise,control,1
663,junk_noise,control,1
664,junk_dead,control,1
665,CD4_T,control,1
666,junk_doublet,control,1
667,junk_doublet,control,1
668,DC,control,1
669,junk_doublet,control,1
670,junk_debris,control,1
671,CD4_T,control,1
672,junk_doublet,control,1
673,CD4_T,control,1
674,junk_noise,control,1
675,junk_noise,control,1
676,junk_noise,control,1
677,junk_dead,control,1
678,junk_doublet,control,1
679,junk_doublet,control,1
680,junk_noise,control,1
681,CD8_T,control,1
682,junk_dead,control,1
683,junk_doublet,control,1
684,junk_debris,control,1
685,junk_doublet,control,1
686,junk_noise,control,1
687,junk_doublet,control,1
688,junk_debris,control,1
689,junk_debris,control,1
690,B,control,1
691,NK,control,1
692,junk_doublet,control,1
693,junk_dead,control,1
694,junk_doublet,control,1
695,CD4_T,control,1
696,junk_debris,control,1
697,junk_noise,control,1
698,Neutrophil,control,1
699,Myeloid,control,1
700,junk_dead,control,1
701,junk_debris,control,1
702,B,control,1
703,DC,control,1
704,CD4_T,control,1
705,junk_debris,control,1
706,CD8_T,control,1
707,junk_dead,control,1
708,junk_doublet,control,1
709,junk_noise,control,1
710,junk_dead,control,1
711,junk_noise,control,1
712,junk_dead,control,1
713,junk_doublet,control,1
714,junk_doublet,control,1
715,junk_debris,control,1
716,junk_dead,control,1
717,junk_debris,control,1
718,junk_noise,control,1
719,junk_debris,control,1
720,CD8_T,control,1
721,Neutrophil,control,1
722,junk_noise,control,1
723,CD8_T,control,1
724,B,control,1
725,B,control,1
726,junk_dead,control,1
727,junk_debris,control,1
728,junk_debris,control,1
729,junk_dead,control,1
730,CD4_T,control,1
731,CD8_T,control,1
732,junk_doublet,control,1
733,B,control,1
734,junk_debris,control,1
735,B,control,1
736,junk_debris,control,1
737,junk_dead,control,1
738,junk_debris,control,1
739,NK,control,1
740,junk_debris,control,1
741,junk_dead,control,1
742,junk_noise,control,1
743,junk_debris,control,1
744,junk_doublet,control,1
745,junk_dead,control,1
746,junk_noise,control,1
747,Neutrophil,control,1
748,B,control,1
749,junk_debris,control,1
750,junk_debris,control,1
751,junk_doublet,control,1
752,junk_doublet,control,1
753,B,control,1
754,junk_debris,control,1
755,junk_doublet,control,1
756,CD4_T,control,1
757,junk_doublet,control,1
758,CD4_T,control,1
759,junk_debris,control,1
760,junk_doublet,control,1
761,junk_debris,control,1
762,B,control,1
763,CD8_T,control,1
764,junk_dead,control,1
765,CD4_T,control,1
766,junk_noise,control,1
767,B,control,1
768,CD8_T,control,1
769,junk_dead,control,1
770,NK,control,1
771,Myeloid,control,1
772,junk_noise,control,1
773,junk_debris,control,1
774,junk_noise,control,1
775,CD8_T,control,1
776,junk_dead,control,1
777,CD8_T,control,1
778,CD4_T,control,1
779,junk_debris,control,1
780,B,control,1
781,junk_debris,control,1
782,B,control,1
783,junk_doublet,control,1
784,junk_noise,control,1
785,junk_noise,control,1
786,NK,control,1
787,Neutrophil,control,1
788,junk_doublet,control,1
789,B,control,1
790,junk_debris,control,1
791,junk_debris,control,1
792,CD4_T,control,1
793,DC,control,1
794,junk_dead,control,1
795,junk_debris,control,1
796,junk_debris,control,1
797,CD4_T,control,1
798,junk_noise,control,1
799,junk_debris,control,1
800,junk_noise,control,1
801,Myeloid,control,1
802,junk_debris,control,1
803,junk_noise,control,1
804,junk_noise,control,1
805,junk_dead,control,1
806,B,control,1
807,junk_noise,control,1
808,junk_dead,control,1
809,junk_doublet,control,1
810,junk_debris,control,1
811,junk_dead,control,1
812,B,control,1
813,junk_debris,control,1
814,Myeloid,control,1
815,junk_debris,control,1
816,junk_debris,control,1
817,Myeloid,control,1
818,junk_debris,control,1
819,junk_dead,control,1
820,CD8_T,control,1
821,junk_debris,control,1
822,junk_doublet,control,1
823,junk_debris,control,1
824,Neutrophil,control,1
825,junk_debris,control,1
826,Neutrophil,control,1
827,CD8_T,control,1
828,junk_doublet,control,1
829,junk_doublet,control,1
830,junk_dead,control,1
831,CD4_T,control,1
832,Myeloid,control,1
833,junk_debris,control,1
834,Neutrophil,control,1
835,CD8_T,control,1
836,junk_doublet,control,1
837,junk_debris,control,1
838,Neutrophil,control,1
839,B,control,1
840,junk_doublet,control,1
841,junk_dead,control,1
842,junk_debris,control,1
843,junk_debris,control,1
844,CD4_T,control,1
845,junk_debris,control,1
846,junk_dead,control,1
847,junk_doublet,control,1
848,junk_debris,control,1
849,junk_debris,control,1
850,junk_dead,control,1
851,junk_debris,control,1
852,Neutrophil,control,1
853,Myeloid,control,1
854,junk_debris,control,1
855,Neutrophil,control,1
856,DC,control,1
857,junk_debris,control,1
858,B,control,1
859,junk_dead,control,1
860,junk_dead,control,1
861,junk_dead,control,1
862,junk_debris,control,1
863,junk_dead,control,1
864,junk_debris,control,1
865,junk_debris,control,1
866,junk_debris,control,1
867,junk_dead,control,1
868,junk_debris,control,1
869,B,control,1
870,junk_debris,control,1
871,junk_doublet,control,1
872,B,control,1
873,junk_dead,control,1
874,junk_dead,control,1
875,junk_dead,control,1
876,Myeloid,control,1
877,CD8_T,control,1
878,B,control,1
879,junk_doublet,control,1
880,Neutrophil,control,1
881,junk_doublet,control,1
882,CD4_T,control,1
883,junk_debris,control,1
884,CD8_T,control,1
885,junk_noise,control,1
886,junk_doublet,control,1
887,junk_debris,control,1
888,NK,control,1
889,NK,control,1
890,junk_dead,control,1
891,junk_dead,control,1
892,Myeloid,control,1
893,junk_noise,control,1
894,junk_doublet,control,1
895,junk_debris,control,1
896,junk_debris,control,1
897,junk_dead,control,1
898,DC,control,1
899,Neutrophil,control,1
900,junk_doublet,control,1
901,NK,control,1
902,junk_debris,control,1
903,DC,control,1
904,Neutrophil,control,1
905,junk_noise,control,1
906,junk_doublet,control,1
907,junk_dead,control,1
908,junk_debris,control,1
909,junk_noise,control,1
910,junk_doublet,control,1
911,CD4_T,control,1
912,B,control,1
913,B,control,1
914,Myeloid,control,1
915,Myeloid,control,1
916,junk_doublet,control,1
917,junk_doublet,control,1
918,junk_noise,control,1
919,CD4_T,control,1
920,junk_noise,control,1
921,Myeloid,control,1
922,junk_debris,control,1
923,junk_debris,control,1
924,B,control,1
925,junk_debris,control,1
926,B,control,1
927,junk_doublet,control,1
928,B,control,1
929,Myeloid,control,1
930,CD8_T,control,1
931,junk_debris,control,1
932,junk_dead,control,1
933,junk_noise,control,1
934,junk_debris,control,1
935,junk_debris,control,1
936,junk_noise,control,1
937,junk_dead,control,1
938,junk_doublet,control,1
939,junk_debris,control,1
940,junk_doublet,control,1
941,junk_noise,control,1
942,junk_debris,control,1
943,junk_dead,control,1
944,Myeloid,control,1
945,junk_debris,control,1
946,B,control,1
947,NK,control,1
948,B,control,1
949,junk_doublet,control,1
950,DC,control,1
951,junk_doublet,control,1
952,junk_doublet,control,1
953,junk_debris,control,1
954,junk_debris,control,1
955,junk_debris,control,1
956,B,control,1
957,junk_dead,control,1
958,junk_dead,control,1
959,junk_debris,control,1
960,junk_dead,control,1
961,junk_debris,control,1
962,junk_dead,control,1
963,junk_debris,control,1
964,Myeloid,control,1
965,Myeloid,control,1
966,junk_dead,control,1
967,junk_doublet,control,1
968,CD4_T,control,1
969,junk_debris,control,1
970,CD4_T,control,1
971,junk_debris,control,1
972,junk_dead,control,1
973,B,control,1
974,Neutrophil,control,1
975,junk_doublet,control,1
976,junk_doublet,control,1
977,junk_debris,control,1
978,Myeloid,control,1
979,CD4_T,control,1
980,Myeloid,control,1
981,CD4_T,control,1
982,junk_doublet,control,1
983,Myeloid,control,1
984,junk_doublet,control,1
985,junk_debris,control,1
986,CD8_T,control,1
987,DC,control,1
988,B,control,1
989,junk_dead,control,1
990,junk_debris,control,1
991,CD4_T,control,1
992,B,control,1
993,Neutrophil,control,1
994,junk_noise,control,1
995,junk_noise,control,1
996,junk_dead,control,1
997,junk_doublet,control,1
998,CD4_T,control,1
999,junk_debris,control,1
1000,B,control,1
1001,junk_doublet,control,1
1002,junk_doublet,control,1
1003,junk_debris,control,1
1004,junk_dead,control,1
1005,junk_noise,control,1
1006,junk_noise,control,1
1007,B,control,1
1008,junk_debris,control,1
1009,junk_dead,control,1
1010,junk_debris,control,1
1011,DC,control,1
1012,junk_noise,control,1
1013,DC,control,1
1014,junk_dead,control,1
1015,junk_dead,control,1
1016,Neutrophil,control,1
1017,CD4_T,control,1
1018,junk_debris,control,1
1019,CD8_T,control,1
1020,junk_dead,control,1
1021,junk_dead,control,1
1022,Myeloid,control,1
1023,junk_debris,control,1
1024,Myeloid,control,1
1025,Neutrophil,control,1
1026,junk_dead,control,1
1027,CD4_T,control,1
1028,junk_debris,control,1
1029,CD4_T,control,1
1030,CD8_T,control,1
1031,Neutrophil,control,1
1032,junk_doublet,control,1
1033,CD8_T,control,1
1034,junk_debris,control,1
1035,B,control,1
1036,DC,control,1
1037,junk_dead,control,1
1038,CD4_T,control,1
1039,junk_noise,control,1
1040,junk_dead,control,1
1041,Myeloid,control,1
1042,CD8_T,control,1
1043,junk_noise,control,1
1044,junk_debris,control,1
1045,junk_doublet,control,1
1046,junk_doublet,control,1
1047,B,control,1
1048,CD4_T,control,1
1049,CD4_T,control,1
1050,junk_doublet,control,1
1051,junk_doublet,control,1
1052,B,control,1
1053,B,control,1
1054,junk_noise,control,1
1055,junk_dead,control,1
1056,B,control,1
1057,junk_noise,control,1
1058,NK,control,1
1059,junk_debris,control,1
1060,Myeloid,control,1
1061,junk_dead,control,1
1062,Myeloid,control,1
1063,B,control,1
1064,junk_debris,control,1
1065,junk_dead,control,1
1066,junk_dead,control,1
1067,Myeloid,control,1
1068,junk_debris,control,1
1069,B,control,1
1070,junk_debris,control,1
1071,junk_noise,control,1
1072,junk_doublet,control,1
1073,Neutrophil,control,1
1074,junk_dead,control,1
1075,junk_debris,control,1
1076,CD4_T,control,1
1077,junk_noise,control,1
1078,junk_debris,control,1
1079,junk_noise,control,1
1080,Neutrophil,control,1
1081,junk_noise,control,1
1082,junk_doublet,control,1
1083,junk_doublet,control,1
1084,NK,control,1
1085,junk_dead,control,1
1086,junk_doublet,control,1
1087,Neutrophil,control,1
1088,junk_dead,control,1
1089,Myeloid,control,1
1090,Neutrophil,control,1
1091,B,control,1
1092,DC,control,1
1093,Neutrophil,control,1
1094,NK,control,1
1095,Neutrophil,control,1
1096,junk_noise,control,1
1097,Neutrophil,control,1
1098,DC,control,1
1099,junk_doublet,control,1
1100,CD4_T,control,1
1101,junk_noise,control,1
1102,Myeloid,control,1
1103,CD8_T,control,1
1104,junk_noise,control,1
1105,junk_doublet,control,1
1106,Myeloid,control,1
1107,junk_debris,control,1
1108,junk_dead,control,1
1109,junk_dead,control,1
1110,junk_debris,control,1
1111,junk_dead,control,1
1112,junk_doublet,control,1
1113,Neutrophil,control,1
1114,CD4_T,control,1
1115,junk_debris,control,1
1116,junk_doublet,control,1
1117,junk_debris,control,1
1118,CD4_T,control,1
1119,B,control,1
1120,junk_doublet,control,1
1121,junk_debris,control,1
1122,junk_noise,control,1
1123,junk_doublet,control,1
1124,junk_dead,control,1
1125,junk_debris,control,1
1126,junk_doublet,control,1
1127,B,control,1
1128,junk_debris,control,1
1129,CD4_T,control,1
1130,CD8_T,control,1
1131,CD4_T,control,1
1132,junk_debris,control,1
1133,CD4_T,control,1
1134,Myeloid,control,1
1135,junk_noise,control,1
1136,junk_doublet,control,1
1137,junk_doublet,control,1
1138,junk_noise,control,1
1139,junk_debris,control,1
1140,junk_doublet,control,1
1141,junk_doublet,control,1
1142,junk_dead,control,1
1143,B,control,1
1144,junk_debris,control,1
1145,junk_noise,control,1
1146,CD8_T,control,1
1147,junk_debris,control,1
1148,junk_debris,control,1
1149,junk_debris,control,1
1150,junk_doublet,control,1
1151,Neutrophil,control,1
1152,junk_dead,control,1
1153,junk_dead,control,1
1154,junk_dead,control,1
1155,junk_doublet,control,1
1156,B,control,1
1157,junk_noise,control,1
1158,junk_debris,control,1
1159,junk_debris,control,1
1160,junk_debris,control,1
1161,junk_noise,control,1
1162,junk_noise,control,1
1163,CD4_T,control,1
1164,B,control,1
1165,junk_debris,control,1
1166,junk_dead,control,1
1167,junk_dead,control,1
1168,junk_doublet,control,1
1169,junk_doublet,control,1
1170,junk_dead,control,1
1171,junk_doublet,control,1
1172,Neutrophil,control,1
1173,junk_dead,control,1
1174,junk_doublet,control,1
1175,B,control,1
1176,junk_debris,control,1
1177,junk_dead,control,1
1178,junk_debris,control,1
1179,Myeloid,control,1
