event_index,true_population,condition,replicate
92,junk_debris,treatment,3
93,Myeloid,treatment,3
94,junk_doublet,treatment,3
95,junk_debris,treatment,3
96,Myeloid,treatment,3
97,CD8_T,treatment,3
98,junk_noise,treatment,3
99,junk_debris,treatment,3
100,junk_debris,treatment,3
101,Neutrophil,treatment,3
102,junk_debris,treatment,3
103,junk_debris,treatment,3
104,junk_debris,treatment,3
105,junk_noise,treatment,3
106,CD4_T,treatment,3
107,CD4_T,treatment,3
108,junk_debris,treatment,3
109,junk_dead,treatment,3
110,junk_noise,treatment,3
111,junk_doublet,treatment,3
112,junk_doublet,treatment,3
113,junk_debris,treatment,3
114,CD8_T,treatment,3
115,junk_doublet,treatment,3
116,Myeloid,treatment,3
117,junk_doublet,treatment,3
118,junk_doublet,treatment,3
119,B,treatment,3
120,junk_noise,treatment,3
121,junk_doublet,treatment,3
122,junk_debris,treatment,3
123,CD4_T,treatment,3
124,CD4_T,treatment,3
125,junk_dead,treatment,3
126,junk_debris,treatment,3
127,junk_debris,treatment,3
128,junk_dead,treatment,3
129,Myeloid,treatment,3
130,junk_doublet,treatment,3
131,junk_doublet,treatment,3
132,CD4_T,treatment,3
133,junk_debris,treatment,3
134,Myeloid,treatment,3
135,junk_dead,treatment,3
136,junk_doublet,treatment,3
137,junk_debris,treatment,3
138,junk_noise,treatment,3
139,junk_dead,treatment,3
140,B,treatment,3
141,junk_debris,treatment,3
142,CD8_T,treatment,3
143,junk_dead,treatment,3
144,Myeloid,treatment,3
145,CD4_T,treatment,3
146,junk_debris,treatment,3
147,B,treatment,3
148,junk_noise,treatment,3
149,junk_noise,treatment,3
150,junk_noise,treatment,3
151,junk_dead,treatment,3
152,CD4_T,treatment,3
153,B,treatment,3
154,junk_debris,treatment,3
155,junk_doublet,treatment,3
156,junk_doublet,treatment,3
157,junk_debris,treatment,3
158,junk_doublet,treatment,3
159,junk_doublet,treatment,3
160,B,treatment,3
161,junk_doublet,treatment,3
162,junk_debris,treatment,3
163,CD4_T,treatment,3
164,CD4_T,treatment,3
165,junk_noise,treatment,3
166,B,treatment,3
167,junk_doublet,treatment,3
168,CD8_T,treatment,3
169,junk_debris,treatment,3
170,junk_debris,treatment,3
171,junk_doublet,treatment,3
172,junk_debris,treatment,3
173,B,treatment,3
174,junk_debris,treatment,3
175,B,treatment,3
176,Myeloid,treatment,3
177,Myeloid,treatment,3
178,junk_noise,treatment,3
179,CD4_T,treatment,3
180,junk_dead,treatment,3
181,junk_dead,treatment,3
182,junk_doublet,treatment,3
183,junk_noise,treatment,3
184,junk_debris,treatment,3
185,CD8_T,treatment,3
186,B,treatment,3
187,junk_doublet,treatment,3
188,junk_doublet,treatment,3
189,junk_debris,treatment,3
190,junk_doublet,treatment,3
191,B,treatment,3
192,junk_dead,treatment,3
193,junk_debris,treatment,3
194,NK,treatment,3
195,junk_debris,treatment,3
196,CD4_T,treatment,3
197,junk_doublet,treatment,3
198,CD4_T,treatment,3
199,junk_doublet,treatment,3
200,junk_doublet,treatment,3
201,CD4_T,treatment,3
202,junk_noise,treatment,3
203,Myeloid,treatment,3
204,CD4_T,treatment,3
205,junk_doublet,treatment,3
206,junk_noise,treatment,3
207,CD8_T,treatment,3
208,junk_debris,treatment,3
209,junk_debris,treatment,3
210,junk_doublet,treatment,3
211,junk_noise,treatment,3
212,junk_debris,treatment,3
213,junk_noise,treatment,3
214,junk_noise,treatment,3
215,junk_debris,treatment,3
216,junk_doublet,treatment,3
217,junk_dead,treatment,3
218,Neutrophil,treatment,3
219,junk_debris,treatment,3
220,junk_noise,treatment,3
221,junk_dead,treatment,3
222,CD8_T,treatment,3
223,Myeloid,treatment,3
224,junk_doublet,treatment,3
225,CD8_T,treatment,3
226,junk_dead,treatment,3
227,CD4_T,treatment,3
228,junk_noise,treatment,3
229,junk_dead,treatment,3
230,Myeloid,treatment,3
231,Neutrophil,treatment,3
232,junk_debris,treatment,3
233,junk_noise,treatment,3
234,junk_doublet,treatment,3
235,junk_dead,treatment,3
236,junk_debris,treatment,3
237,junk_doublet,treatment,3
238,junk_debris,treatment,3
239,junk_debris,treatment,3
240,junk_debris,treatment,3
241,junk_dead,treatment,3
242,junk_dead,treatment,3
243,junk_dead,treatment,3
244,CD8_T,treatment,3
245,junk_debris,treatment,3
246,junk_debris,treatment,3
247,junk_dead,treatment,3
248,B,treatment,3
249,CD8_T,treatment,3
250,B,treatment,3
251,junk_dead,treatment,3
252,junk_noise,treatment,3
253,junk_noise,treatment,3
254,junk_dead,treatment,3
255,junk_debris,treatment,3
256,junk_debris,treatment,3
257,junk_noise,treatment,3
258,junk_doublet,treatment,3
259,junk_doublet,treatment,3
260,junk_debris,treatment,3
261,junk_doublet,treatment,3
262,B,treatment,3
263,CD8_T,treatment,3
264,Myeloid,treatment,3
265,CD4_T,treatment,3
266,junk_dead,treatment,3
267,junk_dead,treatment,3
268,CD4_T,treatment,3
269,junk_dead,treatment,3
270,junk_doublet,treatment,3
271,junk_dead,treatment,3
272,junk_debris,treatment,3
273,junk_doublet,treatment,3
274,junk_debris,treatment,3
275,B,treatment,3
276,junk_dead,treatment,3
277,junk_dead,treatment,3
278,B,treatment,3
279,B,treatment,3
280,junk_noise,treatment,3
281,junk_doublet,treatment,3
282,junk_noise,treatment,3
283,B,treatment,3
284,junk_noise,treatment,3
285,junk_debris,treatment,3
286,CD4_T,treatment,3
287,junk_debris,treatment,3
288,CD4_T,treatment,3
289,NK,treatment,3
290,CD4_T,treatment,3
291,junk_debris,treatment,3
292,junk_dead,treatment,3
293,junk_debris,treatment,3
294,CD8_T,treatment,3
295,CD4_T,treatment,3
296,junk_doublet,treatment,3
297,junk_debris,treatment,3
298,junk_doublet,treatment,3
299,CD4_T,treatment,3
300,junk_debris,treatment,3
301,CD8_T,treatment,3
302,CD4_T,treatment,3
303,junk_debris,treatment,3
304,CD8_T,treatment,3
305,B,treatment,3
306,junk_noise,treatment,3
307,junk_debris,treatment,3
308,CD4_T,treatment,3
309,junk_debris,treatment,3
310,junk_debris,treatment,3
311,junk_doublet,treatment,3
312,junk_debris,treatment,3
313,junk_dead,treatment,3
314,junk_dead,treatment,3
315,junk_debris,treatment,3
316,junk_dead,treatment,3
317,junk_noise,treatment,3
318,Myeloid,treatment,3
319,junk_dead,treatment,3
320,CD8_T,treatment,3
321,B,treatment,3
322,CD4_T,treatment,3
323,Myeloid,treatment,3
324,junk_debris,treatment,3
325,junk_dead,treatment,3
326,junk_noise,treatment,3
327,junk_dead,treatment,3
328,NK,treatment,3
329,junk_dead,treatment,3
330,junk_doublet,treatment,3
331,NK,treatment,3
332,CD4_T,treatment,3
333,B,treatment,3
334,junk_dead,treatment,3
335,junk_debris,treatment,3
336,junk_noise,treatment,3
337,junk_doublet,treatment,3
338,junk_dead,treatment,3
339,B,treatment,3
340,junk_noise,treatment,3
341,CD8_T,treatment,3
342,junk_debris,treatment,3
343,junk_doublet,treatment,3
344,CD4_T,treatment,3
345,junk_debris,treatment,3
346,junk_debris,treatment,3
347,Neutrophil,treatment,3
348,CD8_T,treatment,3
349,junk_dead,treatment,3
350,CD8_T,treatment,3
351,junk_debris,treatment,3
352,B,treatment,3
353,junk_dead,treatment,3
354,junk_debris,treatment,3
355,NK,treatment,3
356,junk_debris,treatment,3
357,junk_noise,treatment,3
358,junk_doublet,treatment,3
359,junk_debris,treatment,3
360,CD4_T,treatment,3
361,junk_noise,treatment,3
362,junk_debris,treatment,3
363,junk_dead,treatment,3
364,junk_debris,treatment,3
365,junk_noise,treatment,3
366,B,treatment,3
367,Neutrophil,treatment,3
368,junk_doublet,treatment,3
369,B,treatment,3
370,junk_debris,treatment,3
371,junk_doublet,treatment,3
372,junk_dead,treatment,3
373,B,treatment,3
374,Myeloid,treatment,3
375,junk_debris,treatment,3
376,CD8_T,treatment,3
377,B,treatment,3
378,junk_debris,treatment,3
379,junk_debris,treatment,3
380,junk_dead,treatment,3
381,junk_debris,treatment,3
382,junk_dead,treatment,3
383,junk_doublet,treatment,3
384,junk_dead,treatment,3
385,Myeloid,treatment,3
386,junk_debris,treatment,3
387,junk_debris,treatment,3
388,junk_debris,treatment,3
389,B,treatment,3
390,junk_noise,treatment,3
391,junk_noise,treatment,3
392,junk_debris,treatment,3
393,B,treatment,3
394,NK,treatment,3
395,junk_debris,treatment,3
396,junk_debris,treatment,3
397,junk_debris,treatment,3
398,junk_doublet,treatment,3
399,CD8_T,treatment,3
400,junk_dead,treatment,3
401,Neutrophil,treatment,3
402,CD4_T,treatment,3
403,junk_noise,treatment,3
404,CD8_T,treatment,3
405,junk_debris,treatment,3
406,B,treatment,3
407,junk_debris,treatment,3
408,junk_dead,treatment,3
409,Myeloid,treatment,3
410,B,treatment,3
411,junk_debris,treatment,3
412,Myeloid,treatment,3
413,junk_debris,treatment,3
414,junk_debris,treatment,3
415,CD4_T,treatment,3
416,CD4_T,treatment,3
417,junk_debris,treatment,3
418,CD4_T,treatment,3
419,junk_noise,treatment,3
420,B,treatment,3
421,junk_dead,treatment,3
422,junk_debris,treatment,3
423,CD4_T,treatment,3
424,junk_debris,treatment,3
425,B,treatment,3
426,Myeloid,treatment,3
427,junk_noise,treatment,3
428,Myeloid,treatment,3
429,junk_dead,treatment,3
430,junk_dead,treatment,3
431,junk_debris,treatment,3
432,junk_debris,treatment,3
433,CD8_T,treatment,3
434,DC,treatment,3
435,junk_doublet,treatment,3
436,junk_debris,treatment,3
437,junk_dead,treatment,3
438,Neutrophil,treatment,3
439,junk_dead,treatment,3
440,junk_noise,treatment,3
441,junk_dead,treatment,3
442,B,treatment,3
443,junk_doublet,treatment,3
444,B,treatment,3
445,junk_dead,treatment,3
446,B,treatment,3
447,CD4_T,treatment,3
448,junk_debris,treatment,3
449,junk_noise,treatment,3
450,junk_noise,treatment,3
451,junk_doublet,treatment,3
452,B,treatment,3
453,junk_debris,treatment,3
454,CD4_T,treatment,3
455,junk_debris,treatment,3
456,Neutrophil,treatment,3
457,B,treatment,3
458,junk_dead,treatment,3
459,junk_doublet,treatment,3
460,Myeloid,treatment,3
461,junk_dead,treatment,3
462,Myeloid,treatment,3
463,junk_dead,treatment,3
464,junk_debris,treatment,3
465,junk_dead,treatment,3
466,B,treatment,3
467,junk_debris,treatment,3
468,junk_debris,treatment,3
469,junk_noise,treatment,3
470,B,treatment,3
471,junk_noise,treatment,3
472,junk_debris,treatment,3
473,Myeloid,treatment,3
474,junk_dead,treatment,3
475,Neutrophil,treatment,3
476,junk_dead,treatment,3
477,junk_noise,treatment,3
478,junk_dead,treatment,3
479,CD4_T,treatment,3
480,junk_dead,treatment,3
481,junk_debris,treatment,3
482,junk_noise,treatment,3
483,junk_noise,treatment,3
484,junk_debris,treatment,3
485,junk_doublet,treatment,3
486,junk_doublet,treatment,3
487,junk_doublet,treatment,3
488,Myeloid,treatment,3
489,B,treatment,3
490,Myeloid,treatment,3
491,junk_doublet,treatment,3
492,B,treatment,3
493,junk_dead,treatment,3
494,junk_debris,treatment,3
495,junk_dead,treatment,3
496,junk_noise,treatment,3
497,junk_doublet,treatment,3
498,DC,treatment,3
499,CD4_T,treatment,3
500,junk_debris,treatment,3
501,junk_dead,treatment,3
502,junk_dead,treatment,3
503,junk_debris,treatment,3
504,Neutrophil,treatment,3
505,junk_debris,treatment,3
506,junk_dead,treatment,3
507,junk_debris,treatment,3
508,CD8_T,treatment,3
509,junk_debris,treatment,3
510,junk_debris,treatment,3
511,Myeloid,treatment,3
512,CD4_T,treatment,3
513,junk_dead,treatment,3
514,B,treatment,3
515,junk_doublet,treatment,3
516,junk_dead,treatment,3
517,junk_noise,treatment,3
518,junk_dead,treatment,3
519,junk_debris,treatment,3
520,B,treatment,3
521,CD4_T,treatment,3
522,junk_doublet,treatment,3
523,junk_debris,treatment,3
524,junk_noise,treatment,3
525,junk_doublet,treatment,3
526,B,treatment,3
527,junk_debris,treatment,3
528,junk_debris,treatment,3
529,junk_debris,treatment,3
530,CD8_T,treatment,3
531,CD4_T,treatment,3
532,CD4_T,treatment,3
533,junk_debris,treatment,3
534,junk_dead,treatment,3
535,junk_noise,treatment,3
536,junk_dead,treatment,3
537,CD8_T,treatment,3
538,DC,treatment,3
539,CD8_T,treatment,3
540,junk_dead,treatment,3
541,Myeloid,treatment,3
542,junk_doublet,treatment,3
543,junk_dead,treatment,3
544,junk_noise,treatment,3
545,junk_doublet,treatment,3
546,junk_noise,treatment,3
547,junk_dead,treatment,3
548,CD4_T,treatment,3
549,junk_debris,treatment,3
550,junk_debris,treatment,3
551,CD4_T,treatment,3
552,junk_debris,treatment,3
553,junk_debris,treatment,3
554,junk_noise,treatment,3
555,B,treatment,3
556,junk_debris,treatment,3
557,Neutrophil,treatment,3
558,junk_debris,treatment,3
559,B,treatment,3
560,junk_debris,treatment,3
561,B,treatment,3
562,junk_dead,treatment,3
563,B,treatment,3
564,junk_debris,treatment,3
565,junk_debris,treatment,3
566,CD8_T,treatment,3
567,junk_debris,treatment,3
568,junk_doublet,treatment,3
569,junk_dead,treatment,3
570,junk_debris,treatment,3
571,junk_dead,treatment,3
572,junk_dead,treatment,3
573,junk_noise,treatment,3
574,Neutrophil,treatment,3
575,CD8_T,treatment,3
576,CD4_T,treatment,3
577,Myeloid,treatment,3
578,junk_dead,treatment,3
579,junk_debris,treatment,3
580,junk_doublet,treatment,3
581,junk_dead,treatment,3
582,junk_debris,treatment,3
583,Neutrophil,treatment,3
584,Myeloid,treatment,3
585,Myeloid,treatment,3
586,Myeloid,treatment,3
587,Neutrophil,treatment,3
588,junk_dead,treatment,3
589,junk_noise,treatment,3
590,junk_noise,treatment,3
591,junk_doublet,treatment,3
592,Myeloid,treatment,3
593,junk_noise,treatment,3
594,CD4_T,treatment,3
595,junk_doublet,treatment,3
596,junk_doublet,treatment,3
597,junk_noise,treatment,3
598,CD8_T,treatment,3
599,junk_dead,treatment,3
600,junk_noise,treatment,3
601,junk_doublet,treatment,3
602,junk_doublet,treatment,3
603,junk_doublet,treatment,3
604,junk_noise,treatment,3
605,junk_doublet,treatment,3
606,junk_debris,treatment,3
607,DC,treatment,3
608,CD8_T,treatment,3
609,B,treatment,3
610,junk_noise,treatment,3
611,junk_doublet,treatment,3
612,B,treatment,3
613,junk_doublet,treatment,3
614,NK,treatment,3
615,Neutrophil,treatment,3
616,Myeloid,treatment,3
617,junk_doublet,treatment,3
618,CD4_T,treatment,3
619,junk_dead,treatment,3
620,B,treatment,3
621,junk_debris,treatment,3
622,Myeloid,treatment,3
623,B,treatment,3
624,junk_doublet,treatment,3
625,junk_debris,treatment,3
626,B,treatment,3
627,junk_dead,treatment,3
628,B,treatment,3
629,junk_debris,treatment,3
630,junk_debris,treatment,3
631,junk_debris,treatment,3
632,Myeloid,treatment,3
633,Myeloid,treatment,3
634,junk_noise,treatment,3
635,junk_dead,treatment,3
636,junk_debris,treatment,3
637,B,treatment,3
638,junk_dead,treatment,3
639,junk_dead,treatment,3
640,junk_noise,treatment,3
641,B,treatment,3
642,junk_doublet,treatment,3
643,Myeloid,treatment,3
644,junk_debris,treatment,3
645,junk_debris,treatment,3
646,junk_doublet,treatment,3
647,junk_dead,treatment,3
648,junk_debris,treatment,3
649,junk_dead,treatment,3
650,junk_doublet,treatment,3
651,B,treatment,3
652,junk_dead,treatment,3
653,junk_doublet,treatment,3
654,CD8_T,treatment,3
655,junk_debris,treatment,3
656,junk_dead,treatment,3
657,junk_doublet,treatment,3
658,CD8_T,treatment,3
659,CD4_T,treatment,3
660,CD4_T,treatment,3
661,B,treatment,3
662,junk_debris,treatment,3
663,B,treatment,3
664,NK,treatment,3
665,CD4_T,treatment,3
666,CD8_T,treatment,3
667,CD4_T,treatment,3
668,junk_doublet,treatment,3
669,junk_dead,treatment,3
670,junk_noise,treatment,3
671,junk_doublet,treatment,3
672,junk_doublet,treatment,3
673,junk_debris,treatment,3
674,junk_noise,treatment,3
675,junk_debris,treatment,3
676,junk_doublet,treatment,3
677,junk_noise,treatment,3
678,junk_doublet,treatment,3
679,junk_debris,treatment,3
680,junk_debris,treatment,3
681,junk_debris,treatment,3
682,junk_noise,treatment,3
683,junk_debris,treatment,3
684,junk_debris,treatment,3
685,junk_noise,treatment,3
686,Myeloid,treatment,3
687,B,treatment,3
688,junk_doublet,treatment,3
689,junk_debris,treatment,3
690,junk_doublet,treatment,3
691,CD4_T,treatment,3
692,B,treatment,3
693,junk_debris,treatment,3
694,CD4_T,treatment,3
695,Myeloid,treatment,3
696,CD4_T,treatment,3
697,Neutrophil,treatment,3
698,junk_debris,treatment,3
699,B,treatment,3
700,Neutrophil,treatment,3
701,CD8_T,treatment,3
702,junk_debris,treatment,3
703,junk_doublet,treatment,3
704,junk_doublet,treatment,3
705,junk_noise,treatment,3
706,junk_debris,treatment,3
707,junk_dead,treatment,3
708,B,treatment,3
709,junk_dead,treatment,3
710,junk_debris,treatment,3
711,CD4_T,treatment,3
712,DC,treatment,3
713,junk_debris,treatment,3
714,junk_dead,treatment,3
715,junk_dead,treatment,3
716,CD4_T,treatment,3
717,junk_noise,treatment,3
718,junk_debris,treatment,3
719,junk_debris,treatment,3
720,junk_debris,treatment,3
721,CD4_T,treatment,3
722,junk_doublet,treatment,3
723,CD8_T,treatment,3
724,Neutrophil,treatment,3
725,B,treatment,3
726,junk_dead,treatment,3
727,B,treatment,3
728,junk_dead,treatment,3
729,CD8_T,treatment,3
730,CD4_T,treatment,3
731,CD4_T,treatment,3
732,junk_debris,treatment,3
733,CD4_T,treatment,3
734,CD4_T,treatment,3
735,junk_dead,treatment,3
736,junk_dead,treatment,3
737,junk_doublet,treatment,3
738,junk_doublet,treatment,3
739,junk_debris,treatment,3
740,junk_debris,treatment,3
741,junk_doublet,treatment,3
742,junk_debris,treatment,3
743,CD4_T,treatment,3
744,junk_doublet,treatment,3
745,junk_debris,treatment,3
746,junk_doublet,treatment,3
747,junk_dead,treatment,3
748,Myeloid,treatment,3
749,B,treatment,3
750,junk_debris,treatment,3
751,CD4_T,treatment,3
752,junk_doublet,treatment,3
753,junk_dead,treatment,3
754,CD4_T,treatment,3
755,CD4_T,treatment,3
756,junk_debris,treatment,3
757,junk_noise,treatment,3
758,CD8_T,treatment,3
759,junk_debris,treatment,3
760,junk_dead,treatment,3
761,junk_dead,treatment,3
762,junk_noise,treatment,3
763,junk_dead,treatment,3
764,CD4_T,treatment,3
765,Neutrophil,treatment,3
766,junk_noise,treatment,3
767,junk_dead,treatment,3
768,junk_doublet,treatment,3
769,junk_doublet,treatment,3
770,junk_doublet,treatment,3
771,CD8_T,treatment,3
772,junk_dead,treatment,3
773,junk_dead,treatment,3
774,junk_doublet,treatment,3
775,junk_dead,treatment,3
776,junk_debris,treatment,3
777,junk_doublet,treatment,3
778,B,treatment,3
779,B,treatment,3
780,junk_debris,treatment,3
781,junk_debris,treatment,3
782,junk_doublet,treatment,3
783,junk_noise,treatment,3
784,Neutrophil,treatment,3
785,junk_noise,treatment,3
786,NK,treatment,3
787,junk_debris,treatment,3
788,junk_noise,treatment,3
789,junk_noise,treatment,3
790,junk_dead,treatment,3
791,CD8_T,treatment,3
792,CD4_T,treatment,3
793,junk_doublet,treatment,3
794,junk_dead,treatment,3
795,B,treatment,3
796,junk_debris,treatment,3
797,B,treatment,3
798,junk_debris,treatment,3
799,junk_debris,treatment,3
800,B,treatment,3
801,CD4_T,treatment,3
802,B,treatment,3
803,CD4_T,treatment,3
804,junk_debris,treatment,3
805,junk_dead,treatment,3
806,junk_debris,treatment,3
807,B,treatment,3
808,junk_doublet,treatment,3
809,B,treatment,3
810,junk_doublet,treatment,3
811,Myeloid,treatment,3
812,junk_debris,treatment,3
813,B,treatment,3
814,junk_debris,treatment,3
815,junk_dead,treatment,3
816,junk_noise,treatment,3
817,junk_debris,treatment,3
818,Myeloid,treatment,3
819,junk_dead,treatment,3
820,Neutrophil,treatment,3
821,junk_dead,treatment,3
822,junk_doublet,treatment,3
823,junk_doublet,treatment,3
824,junk_debris,treatment,3
825,junk_noise,treatment,3
826,junk_debris,treatment,3
827,junk_debris,treatment,3
828,junk_doublet,treatment,3
829,junk_debris,treatment,3
830,CD4_T,treatment,3
831,Neutrophil,treatment,3
832,junk_debris,treatment,3
833,junk_dead,treatment,3
834,Myeloid,treatment,3
835,junk_debris,treatment,3
836,junk_dead,treatment,3
837,B,treatment,3
838,junk_noise,treatment,3
839,junk_debris,treatment,3
840,CD4_T,treatment,3
841,junk_noise,treatment,3
842,junk_debris,treatment,3
843,junk_doublet,treatment,3
844,CD4_T,treatment,3
845,junk_dead,treatment,3
846,B,treatment,3
847,CD4_T,treatment,3
848,junk_dead,treatment,3
849,junk_debris,treatment,3
850,Myeloid,treatment,3
851,B,treatment,3
852,junk_dead,treatment,3
853,junk_debris,treatment,3
854,Myeloid,treatment,3
855,junk_doublet,treatment,3
856,junk_dead,treatment,3
857,junk_debris,treatment,3
858,junk_dead,treatment,3
859,CD8_T,treatment,3
860,Neutrophil,treatment,3
861,junk_debris,treatment,3
862,junk_doublet,treatment,3
863,junk_debris,treatment,3
864,junk_debris,treatment,3
865,Myeloid,treatment,3
866,Myeloid,treatment,3
867,CD4_T,treatment,3
868,junk_debris,treatment,3
869,CD8_T,treatment,3
870,B,treatment,3
871,junk_doublet,treatment,3
872,NK,treatment,3
873,junk_dead,treatment,3
874,junk_noise,treatment,3
875,junk_doublet,treatment,3
876,junk_doublet,treatment,3
877,Neutrophil,treatment,3
878,CD4_T,treatment,3
879,junk_noise,treatment,3
880,NK,treatment,3
881,junk_dead,treatment,3
882,junk_debris,treatment,3
883,Myeloid,treatment,3
884,B,treatment,3
885,CD4_T,treatment,3
886,B,treatment,3
887,CD8_T,treatment,3
888,junk_debris,treatment,3
889,junk_doublet,treatment,3
890,junk_doublet,treatment,3
891,junk_noise,treatment,3
892,junk_debris,treatment,3
893,junk_dead,treatment,3
894,junk_noise,treatment,3
895,CD8_T,treatment,3
896,CD4_T,treatment,3
897,junk_doublet,treatment,3
898,junk_debris,treatment,3
899,junk_noise,treatment,3
900,NK,treatment,3
901,junk_doublet,treatment,3
902,junk_noise,treatment,3
903,junk_doublet,treatment,3
904,B,treatment,3
905,junk_debris,treatment,3
906,junk_debris,treatment,3
907,junk_noise,treatment,3
908,B,treatment,3
909,junk_debris,treatment,3
910,junk_dead,treatment,3
911,junk_dead,treatment,3
912,junk_debris,treatment,3
913,CD8_T,treatment,3
914,CD4_T,treatment,3
915,junk_dead,treatment,3
916,B,treatment,3
917,junk_doublet,treatment,3
918,junk_debris,treatment,3
919,CD4_T,treatment,3
920,B,treatment,3
921,junk_dead,treatment,3
922,B,treatment,3
923,Neutrophil,treatment,3
924,junk_debris,treatment,3
925,NK,treatment,3
926,junk_dead,treatment,3
927,junk_noise,treatment,3
928,junk_dead,treatment,3
929,CD8_T,treatment,3
930,junk_dead,treatment,3
931,CD8_T,treatment,3
932,junk_debris,treatment,3
933,junk_debris,treatment,3
934,B,treatment,3
935,B,treatment,3
936,junk_dead,treatment,3
937,junk_dead,treatment,3
938,junk_debris,treatment,3
939,junk_debris,treatment,3
940,Neutrophil,treatment,3
941,junk_doublet,treatment,3
942,junk_debris,treatment,3
943,CD8_T,treatment,3
944,junk_doublet,treatment,3
945,CD8_T,treatment,3
946,junk_debris,treatment,3
947,CD4_T,treatment,3
948,junk_doublet,treatment,3
949,junk_debris,treatment,3
950,junk_noise,treatment,3
951,junk_noise,treatment,3
952,DC,treatment,3
953,CD8_T,treatment,3
954,B,treatment,3
955,CD8_T,treatment,3
956,junk_debris,treatment,3
957,junk_debris,treatment,3
958,junk_dead,treatment,3
959,junk_noise,treatment,3
960,junk_debris,treatment,3
961,junk_dead,treatment,3
962,junk_doublet,treatment,3
963,junk_doublet,treatment,3
964,B,treatment,3
965,CD8_T,treatment,3
966,junk_debris,treatment,3
967,B,treatment,3
968,junk_debris,treatment,3
969,junk_debris,treatment,3
970,junk_debris,treatment,3
971,junk_doublet,treatment,3
972,B,treatment,3
973,Myeloid,treatment,3
974,junk_debris,treatment,3
975,junk_debris,treatment,3
976,junk_noise,treatment,3
977,Myeloid,treatment,3
978,junk_debris,treatment,3
979,CD4_T,treatment,3
980,junk_debris,treatment,3
981,junk_debris,treatment,3
982,junk_debris,treatment,3
983,junk_dead,treatment,3
984,junk_debris,treatment,3
985,junk_debris,treatment,3
986,junk_debris,treatment,3
987,junk_debris,treatment,3
988,NK,treatment,3
989,junk_debris,treatment,3
990,Myeloid,treatment,3
991,junk_debris,treatment,3
992,junk_doublet,treatment,3
993,Myeloid,treatment,3
994,junk_dead,treatment,3
995,junk_dead,treatment,3
996,CD4_T,treatment,3
997,junk_debris,treatment,3
998,junk_noise,treatment,3
999,junk_dead,treatment,3
1000,CD4_T,treatment,3
1001,CD8_T,treatment,3
1002,junk_dead,treatment,3
1003,junk_dead,treatment,3
1004,junk_debris,treatment,3
1005,B,treatment,3
1006,junk_debris,treatment,3
1007,B,treatment,3
1008,B,treatment,3
1009,junk_doublet,treatment,3
1010,B,treatment,3
1011,Myeloid,treatment,3
1012,junk_debris,treatment,3
1013,junk_debris,treatment,3
1014,junk_debris,treatment,3
1015,junk_debris,treatment,3
1016,Myeloid,treatment,3
1017,junk_debris,treatment,3
1018,junk_debris,treatment,3
