event_index,true_population,condition,replicate
803,junk_dead,control,2
804,junk_debris,control,2
805,CD4_T,control,2
806,Myeloid,control,2
807,B,control,2
808,B,control,2
809,Neutrophil,control,2
810,B,control,2
811,junk_debris,control,2
812,junk_dead,control,2
813,junk_dead,control,2
814,B,control,2
815,junk_debris,control,2
816,CD4_T,control,2
817,junk_dead,control,2
818,junk_debris,control,2
819,junk_doublet,control,2
820,junk_debris,control,2
821,junk_doublet,control,2
822,CD4_T,control,2
823,junk_debris,control,2
824,CD4_T,control,2
825,junk_debris,control,2
826,junk_doublet,control,2
827,junk_debris,control,2
828,junk_dead,control,2
829,B,control,2
830,junk_doublet,control,2
831,junk_doublet,control,2
832,junk_noise,control,2
833,junk_doublet,control,2
834,junk_debris,control,2
835,junk_doublet,control,2
836,junk_dead,control,2
837,CD4_T,control,2
838,junk_debris,control,2
839,junk_noise,control,2
840,junk_dead,control,2
841,NK,control,2
842,junk_debris,control,2
843,junk_noise,control,2
844,junk_doublet,control,2
845,junk_debris,control,2
846,junk_doublet,control,2
847,junk_doublet,control,2
848,B,control,2
849,B,control,2
850,junk_noise,control,2
851,junk_doublet,control,2
852,B,control,2
853,Neutrophil,control,2
854,junk_debris,control,2
855,junk_debris,control,2
856,junk_doublet,control,2
857,junk_debris,control,2
858,junk_noise,control,2
859,junk_debris,control,2
860,Myeloid,control,2
861,junk_debris,control,2
862,junk_debris,control,2
863,junk_doublet,control,2
864,NK,control,2
865,junk_doublet,control,2
866,junk_debris,control,2
867,Neutrophil,control,2
868,junk_dead,control,2
869,junk_doublet,control,2
870,B,control,2
871,junk_noise,control,2
872,Myeloid,control,2
873,junk_doublet,control,2
874,junk_debris,control,2
875,junk_noise,control,2
876,junk_dead,control,2
877,junk_doublet,control,2
878,Myeloid,control,2
879,junk_dead,control,2
880,B,control,2
881,junk_debris,control,2
882,junk_doublet,control,2
883,CD4_T,control,2
884,junk_dead,control,2
885,CD4_T,control,2
886,CD8_T,control,2
887,junk_debris,control,2
888,junk_doublet,control,2
889,B,control,2
890,junk_debris,control,2
891,CD4_T,control,2
892,junk_doublet,control,2
893,B,control,2
894,Myeloid,control,2
895,B,control,2
896,junk_doublet,control,2
897,Myeloid,control,2
898,junk_dead,control,2
899,CD4_T,control,2
900,junk_debris,control,2
901,junk_noise,control,2
902,B,control,2
903,junk_dead,control,2
904,junk_noise,control,2
905,junk_dead,control,2
906,Neutrophil,control,2
907,junk_debris,control,2
908,B,control,2
909,B,control,2
910,B,control,2
911,CD4_T,control,2
912,junk_noise,control,2
913,B,control,2
914,junk_debris,control,2
915,CD4_T,control,2
916,junk_doublet,control,2
917,junk_debris,control,2
918,junk_dead,control,2
919,junk_debris,control,2
920,Neutrophil,control,2
921,junk_dead,control,2
922,junk_debris,control,2
923,junk_doublet,control,2
924,junk_debris,control,2
925,junk_dead,control,2
926,Neutrophil,control,2
927,B,control,2
928,junk_debris,control,2
929,Myeloid,control,2
930,junk_noise,control,2
931,junk_dead,control,2
932,junk_debris,control,2
933,junk_noise,control,2
934,CD8_T,control,2
935,NK,control,2
936,junk_doublet,control,2
937,junk_debris,control,2
938,junk_dead,control,2
939,junk_debris,control,2
940,junk_debris,control,2
941,CD4_T,control,2
942,junk_doublet,control,2
943,Myeloid,control,2
944,B,control,2
945,junk_debris,control,2
946,junk_doublet,control,2
947,junk_noise,control,2
948,junk_doublet,control,2
949,junk_dead,control,2
950,junk_doublet,control,2
951,junk_dead,control,2
952,CD4_T,control,2
953,CD4_T,control,2
954,junk_doublet,control,2
955,junk_debris,control,2
956,junk_doublet,control,2
957,junk_doublet,control,2
958,junk_noise,control,2
959,junk_debris,control,2
960,junk_debris,control,2
961,junk_debris,control,2
962,junk_dead,control,2
963,CD8_T,control,2
964,junk_dead,control,2
965,junk_dead,control,2
966,junk_debris,control,2
967,CD4_T,control,2
968,junk_debris,control,2
969,Neutrophil,control,2
970,junk_doublet,control,2
971,Myeloid,control,2
972,junk_debris,control,2
973,B,control,2
974,junk_debris,control,2
975,junk_noise,control,2
976,junk_debris,control,2
977,junk_noise,control,2
978,junk_noise,control,2
979,junk_debris,control,2
980,junk_debris,control,2
981,B,control,2
982,junk_doublet,control,2
983,CD4_T,control,2
984,junk_debris,control,2
985,junk_noise,control,2
986,junk_noise,control,2
987,CD8_T,control,2
988,junk_debris,control,2
989,CD8_T,control,2
990,junk_dead,control,2
991,CD4_T,control,2
992,junk_debris,control,2
993,junk_debris,control,2
994,junk_doublet,control,2
995,junk_debris,control,2
996,CD4_T,control,2
997,Neutrophil,control,2
998,junk_doublet,control,2
999,junk_doublet,control,2
1000,junk_dead,control,2
1001,junk_dead,control,2
1002,junk_dead,control,2
1003,B,control,2
1004,junk_debris,control,2
1005,junk_noise,control,2
1006,junk_debris,control,2
1007,CD4_T,control,2
1008,junk_doublet,control,2
1009,junk_debris,control,2
1010,B,control,2
1011,junk_noise,control,2
1012,CD8_T,control,2
1013,junk_doublet,control,2
1014,CD8_T,control,2
1015,junk_noise,control,2
1016,CD4_T,control,2
1017,CD4_T,control,2
1018,CD4_T,control,2
1019,junk_doublet,control,2
1020,junk_doublet,control,2
1021,junk_noise,control,2
1022,CD4_T,control,2
1023,junk_debris,control,2
1024,B,control,2
1025,junk_dead,control,2
1026,CD4_T,control,2
1027,junk_doublet,control,2
1028,junk_dead,control,2
1029,junk_doublet,control,2
1030,junk_dead,control,2
1031,junk_noise,control,2
1032,junk_noise,control,2
1033,junk_debris,control,2
1034,junk_dead,control,2
1035,junk_noise,control,2
1036,junk_debris,control,2
1037,DC,control,2
1038,junk_dead,control,2
1039,junk_dead,control,2
1040,junk_dead,control,2
1041,junk_debris,control,2
1042,Myeloid,control,2
1043,Myeloid,control,2
1044,junk_doublet,control,2
1045,junk_dead,control,2
1046,B,control,2
1047,junk_debris,control,2
1048,junk_dead,control,2
1049,junk_doublet,control,2
1050,junk_dead,control,2
1051,Myeloid,control,2
1052,junk_dead,control,2
1053,junk_doublet,control,2
1054,NK,control,2
1055,junk_debris,control,2
1056,junk_debris,control,2
1057,CD4_T,control,2
1058,CD4_T,control,2
1059,junk_debris,control,2
1060,CD8_T,control,2
1061,junk_debris,control,2
1062,B,control,2
1063,Myeloid,control,2
1064,B,control,2
1065,junk_debris,control,2
1066,junk_noise,control,2
1067,junk_noise,control,2
1068,junk_debris,control,2
1069,junk_debris,control,2
1070,Myeloid,control,2
1071,junk_dead,control,2
1072,junk_dead,control,2
1073,junk_noise,control,2
1074,junk_debris,control,2
1075,junk_noise,control,2
1076,CD4_T,control,2
1077,B,control,2
1078,CD4_T,control,2
1079,junk_debris,control,2
1080,Neutrophil,control,2
1081,junk_debris,control,2
1082,junk_debris,control,2
1083,junk_debris,control,2
1084,junk_debris,control,2
1085,CD8_T,control,2
1086,junk_doublet,control,2
1087,junk_debris,control,2
1088,junk_noise,control,2
1089,Myeloid,control,2
1090,junk_doublet,control,2
1091,junk_doublet,control,2
1092,Myeloid,control,2
1093,junk_debris,control,2
1094,junk_noise,control,2
1095,junk_debris,control,2
1096,junk_doublet,control,2
1097,Myeloid,control,2
1098,B,control,2
1099,junk_dead,control,2
1100,Myeloid,control,2
1101,junk_doublet,control,2
1102,junk_doublet,control,2
1103,B,control,2
1104,B,control,2
1105,junk_debris,control,2
1106,CD8_T,control,2
1107,B,control,2
1108,B,control,2
1109,junk_doublet,control,2
1110,B,control,2
1111,junk_doublet,control,2
1112,junk_debris,control,2
1113,CD4_T,control,2
1114,Myeloid,control,2
1115,B,control,2
1116,Myeloid,control,2
1117,junk_doublet,control,2
1118,B,control,2
1119,junk_debris,control,2
1120,junk_dead,control,2
1121,junk_dead,control,2
1122,junk_doublet,control,2
1123,junk_debris,control,2
1124,CD8_T,control,2
1125,junk_noise,control,2
1126,junk_debris,control,2
1127,B,control,2
1128,junk_dead,control,2
1129,Myeloid,control,2
1130,junk_noise,control,2
1131,B,control,2
1132,junk_debris,control,2
1133,junk_doublet,control,2
1134,junk_noise,control,2
1135,Myeloid,control,2
1136,junk_debris,control,2
1137,junk_noise,control,2
1138,CD4_T,control,2
1139,B,control,2
1140,junk_noise,control,2
1141,junk_doublet,control,2
1142,junk_dead,control,2
1143,junk_dead,control,2
1144,junk_debris,control,2
1145,junk_doublet,control,2
1146,junk_dead,control,2
1147,junk_debris,control,2
1148,CD8_T,control,2
1149,junk_debris,control,2
1150,junk_debris,control,2
1151,junk_doublet,control,2
1152,junk_dead,control,2
1153,Neutrophil,control,2
1154,B,control,2
1155,junk_dead,control,2
1156,junk_doublet,control,2
1157,NK,control,2
1158,Myeloid,control,2
1159,junk_noise,control,2
1160,Myeloid,control,2
1161,CD4_T,control,2
1162,junk_dead,control,2
1163,junk_debris,control,2
1164,CD8_T,control,2
1165,junk_debris,control,2
1166,junk_dead,control,2
1167,junk_debris,control,2
1168,junk_debris,control,2
1169,Neutrophil,control,2
1170,junk_dead,control,2
1171,B,control,2
1172,junk_dead,control,2
1173,junk_dead,control,2
1174,B,control,2
1175,junk_debris,control,2
1176,junk_noise,control,2
1177,junk_dead,control,2
1178,Myeloid,control,2
