event_index,true_population,condition,replicate
348,CD8_T,treatment,5
349,junk_debris,treatment,5
350,junk_doublet,treatment,5
351,junk_dead,treatment,5
352,B,treatment,5
353,junk_debris,treatment,5
354,junk_doublet,treatment,5
355,junk_debris,treatment,5
356,junk_dead,treatment,5
357,junk_debris,treatment,5
358,junk_doublet,treatment,5
359,junk_doublet,treatment,5
360,junk_doublet,treatment,5
361,junk_debris,treatment,5
362,junk_debris,treatment,5
363,junk_doublet,treatment,5
364,NK,treatment,5
365,Myeloid,treatment,5
366,junk_doublet,treatment,5
367,Neutrophil,treatment,5
368,CD8_T,treatment,5
369,Neutrophil,treatment,5
370,DC,treatment,5
371,Neutrophil,treatment,5
372,junk_noise,treatment,5
373,junk_doublet,treatment,5
374,CD4_T,treatment,5
375,junk_debris,treatment,5
376,Myeloid,treatment,5
377,junk_noise,treatment,5
378,junk_noise,treatment,5
379,junk_doublet,treatment,5
380,Myeloid,treatment,5
381,CD8_T,treatment,5
382,CD8_T,treatment,5
383,junk_noise,treatment,5
384,B,treatment,5
385,junk_debris,treatment,5
386,junk_noise,treatment,5
387,junk_debris,treatment,5
388,junk_dead,treatment,5
389,junk_debris,treatment,5
390,CD8_T,treatment,5
391,Neutrophil,treatment,5
392,junk_debris,treatment,5
393,junk_noise,treatment,5
394,junk_debris,treatment,5
395,B,treatment,5
396,NK,treatment,5
397,junk_noise,treatment,5
398,junk_doublet,treatment,5
399,B,treatment,5
400,junk_doublet,treatment,5
401,junk_debris,treatment,5
402,junk_debris,treatment,5
403,Neutrophil,treatment,5
404,junk_dead,treatment,5
405,junk_debris,treatment,5
406,B,treatment,5
407,junk_doublet,treatment,5
408,junk_debris,treatment,5
409,Myeloid,treatment,5
410,Myeloid,treatment,5
411,junk_debris,treatment,5
412,junk_dead,treatment,5
413,CD8_T,treatment,5
414,Myeloid,treatment,5
415,junk_debris,treatment,5
416,junk_debris,treatment,5
417,junk_doublet,treatment,5
418,junk_dead,treatment,5
419,junk_debris,treatment,5
420,DC,treatment,5
421,CD8_T,treatment,5
422,B,treatment,5
423,junk_dead,treatment,5
424,junk_noise,treatment,5
425,junk_doublet,treatment,5
426,Neutrophil,treatment,5
427,junk_dead,treatment,5
428,junk_doublet,treatment,5
429,B,treatment,5
430,CD4_T,treatment,5
431,junk_dead,treatment,5
432,CD8_T,treatment,5
433,B,treatment,5
434,junk_debris,treatment,5
435,junk_noise,treatment,5
436,B,treatment,5
437,junk_debris,treatment,5
438,junk_debris,treatment,5
439,junk_dead,treatment,5
440,junk_noise,treatment,5
441,B,treatment,5
442,junk_debris,treatment,5
443,junk_dead,treatment,5
444,Neutrophil,treatment,5
445,junk_debris,treatment,5
446,junk_doublet,treatment,5
447,Neutrophil,treatment,5
448,junk_debris,treatment,5
449,junk_debris,treatment,5
450,junk_doublet,treatment,5
451,junk_dead,treatment,5
452,junk_debris,treatment,5
453,CD4_T,treatment,5
454,junk_debris,treatment,5
455,junk_debris,treatment,5
456,NK,treatment,5
457,junk_debris,treatment,5
458,junk_debris,treatment,5
459,junk_debris,treatment,5
460,junk_debris,treatment,5
461,NK,treatment,5
462,CD4_T,treatment,5
463,junk_doublet,treatment,5
464,Neutrophil,treatment,5
465,junk_debris,treatment,5
466,B,treatment,5
467,junk_dead,treatment,5
468,junk_doublet,treatment,5
469,NK,treatment,5
470,junk_debris,treatment,5
471,Myeloid,treatment,5
472,junk_debris,treatment,5
473,junk_noise,treatment,5
474,junk_debris,treatment,5
475,Neutrophil,treatment,5
476,junk_doublet,treatment,5
477,junk_dead,treatment,5
478,junk_doublet,treatment,5
479,junk_doublet,treatment,5
480,junk_noise,treatment,5
481,junk_debris,treatment,5
482,B,treatment,5
483,junk_debris,treatment,5
484,junk_debris,treatment,5
485,junk_doublet,treatment,5
486,junk_noise,treatment,5
487,junk_debris,treatment,5
488,Neutrophil,treatment,5
489,junk_doublet,treatment,5
490,CD8_T,treatment,5
491,Myeloid,treatment,5
492,junk_debris,treatment,5
493,junk_doublet,treatment,5
494,B,treatment,5
495,junk_debris,treatment,5
496,junk_dead,treatment,5
497,junk_debris,treatment,5
498,CD8_T,treatment,5
499,CD8_T,treatment,5
500,CD4_T,treatment,5
501,B,treatment,5
502,junk_noise,treatment,5
503,B,treatment,5
504,B,treatment,5
505,junk_debris,treatment,5
506,junk_noise,treatment,5
507,junk_dead,treatment,5
508,junk_debris,treatment,5
509,Myeloid,treatment,5
510,junk_debris,treatment,5
511,B,treatment,5
512,B,treatment,5
513,junk_debris,treatment,5
514,junk_debris,treatment,5
515,B,treatment,5
516,junk_debris,treatment,5
517,junk_doublet,treatment,5
518,junk_dead,treatment,5
519,Myeloid,treatment,5
520,junk_doublet,treatment,5
521,junk_debris,treatment,5
522,junk_debris,treatment,5
523,junk_debris,treatment,5
524,junk_noise,treatment,5
525,NK,treatment,5
526,junk_debris,treatment,5
527,Neutrophil,treatment,5
528,junk_debris,treatment,5
529,junk_debris,treatment,5
530,B,treatment,5
531,junk_dead,treatment,5
532,junk_noise,treatment,5
533,junk_debris,treatment,5
534,Neutrophil,treatment,5
535,junk_debris,treatment,5
536,Neutrophil,treatment,5
537,B,treatment,5
538,CD4_T,treatment,5
539,CD8_T,treatment,5
540,junk_doublet,treatment,5
541,junk_dead,treatment,5
542,NK,treatment,5
543,junk_debris,treatment,5
544,NK,treatment,5
545,junk_debris,treatment,5
546,junk_doublet,treatment,5
547,junk_dead,treatment,5
548,junk_doublet,treatment,5
549,B,treatment,5
550,junk_debris,treatment,5
551,junk_dead,treatment,5
552,junk_dead,treatment,5
553,junk_debris,treatment,5
554,CD4_T,treatment,5
555,junk_debris,treatment,5
556,CD8_T,treatment,5
557,B,treatment,5
558,junk_dead,treatment,5
559,junk_debris,treatment,5
560,junk_noise,treatment,5
561,junk_dead,treatment,5
562,B,treatment,5
563,junk_dead,treatment,5
564,junk_debris,treatment,5
565,junk_debris,treatment,5
566,junk_noise,treatment,5
567,B,treatment,5
568,Neutrophil,treatment,5
569,B,treatment,5
570,NK,treatment,5
571,CD4_T,treatment,5
572,CD8_T,treatment,5
573,junk_doublet,treatment,5
574,junk_debris,treatment,5
575,junk_debris,treatment,5
576,junk_debris,treatment,5
577,junk_debris,treatment,5
578,B,treatment,5
579,junk_doublet,treatment,5
580,junk_dead,treatment,5
581,junk_noise,treatment,5
582,junk_debris,treatment,5
583,junk_noise,treatment,5
584,Myeloid,treatment,5
585,junk_doublet,treatment,5
586,CD4_T,treatment,5
587,junk_noise,treatment,5
588,junk_dead,treatment,5
589,Myeloid,treatment,5
590,junk_debris,treatment,5
591,junk_noise,treatment,5
592,Myeloid,treatment,5
593,junk_noise,treatment,5
594,junk_debris,treatment,5
595,junk_dead,treatment,5
596,CD4_T,treatment,5
597,B,treatment,5
598,Myeloid,treatment,5
599,CD4_T,treatment,5
600,junk_doublet,treatment,5
601,CD4_T,treatment,5
602,B,treatment,5
603,Myeloid,treatment,5
604,junk_doublet,treatment,5
605,CD8_T,treatment,5
606,junk_dead,treatment,5
607,junk_debris,treatment,5
608,junk_noise,treatment,5
609,junk_doublet,treatment,5
610,CD8_T,treatment,5
611,NK,treatment,5
612,B,treatment,5
613,junk_debris,treatment,5
614,junk_debris,treatment,5
615,junk_dead,treatment,5
616,junk_dead,treatment,5
617,junk_dead,treatment,5
618,junk_debris,treatment,5
619,junk_noise,treatment,5
620,junk_noise,treatment,5
621,junk_debris,treatment,5
622,junk_debris,treatment,5
623,junk_dead,treatment,5
624,junk_debris,treatment,5
625,Myeloid,treatment,5
626,Neutrophil,treatment,5
627,junk_debris,treatment,5
628,junk_debris,treatment,5
629,B,treatment,5
630,B,treatment,5
631,junk_debris,treatment,5
632,junk_doublet,treatment,5
633,junk_debris,treatment,5
634,junk_debris,treatment,5
635,junk_noise,treatment,5
636,junk_doublet,treatment,5
637,junk_debris,treatment,5
638,junk_debris,treatment,5
639,junk_doublet,treatment,5
640,CD8_T,treatment,5
641,B,treatment,5
642,junk_dead,treatment,5
643,Neutrophil,treatment,5
644,junk_noise,treatment,5
645,junk_debris,treatment,5
646,Neutrophil,treatment,5
647,CD4_T,treatment,5
648,junk_debris,treatment,5
649,junk_noise,treatment,5
650,CD4_T,treatment,5
651,CD4_T,treatment,5
652,B,treatment,5
653,junk_dead,treatment,5
654,B,treatment,5
655,junk_debris,treatment,5
656,junk_dead,treatment,5
657,junk_debris,treatment,5
658,Myeloid,treatment,5
659,junk_noise,treatment,5
660,CD8_T,treatment,5
661,CD4_T,treatment,5
662,CD8_T,treatment,5
663,CD4_T,treatment,5
664,junk_dead,treatment,5
665,junk_dead,treatment,5
666,junk_doublet,treatment,5
667,B,treatment,5
668,junk_doublet,treatment,5
669,junk_debris,treatment,5
670,junk_noise,treatment,5
671,junk_doublet,treatment,5
672,B,treatment,5
673,junk_debris,treatment,5
674,junk_debris,treatment,5
675,junk_dead,treatment,5
676,junk_doublet,treatment,5
677,junk_debris,treatment,5
678,Myeloid,treatment,5
679,junk_dead,treatment,5
680,junk_debris,treatment,5
681,junk_dead,treatment,5
682,junk_dead,treatment,5
683,junk_debris,treatment,5
684,junk_doublet,treatment,5
685,junk_noise,treatment,5
686,junk_dead,treatment,5
687,B,treatment,5
688,junk_debris,treatment,5
689,Neutrophil,treatment,5
690,CD4_T,treatment,5
691,B,treatment,5
692,Neutrophil,treatment,5
693,junk_doublet,treatment,5
694,B,treatment,5
695,CD8_T,treatment,5
696,junk_dead,treatment,5
697,junk_debris,treatment,5
698,junk_doublet,treatment,5
699,junk_doublet,treatment,5
700,Myeloid,treatment,5
701,junk_noise,treatment,5
702,junk_debris,treatment,5
703,junk_noise,treatment,5
704,junk_noise,treatment,5
705,junk_noise,treatment,5
706,junk_noise,treatment,5
707,junk_debris,treatment,5
708,B,treatment,5
709,junk_dead,treatment,5
710,NK,treatment,5
711,Myeloid,treatment,5
712,junk_dead,treatment,5
713,junk_noise,treatment,5
714,junk_noise,treatment,5
715,junk_debris,treatment,5
716,CD4_T,treatment,5
717,Myeloid,treatment,5
718,CD4_T,treatment,5
719,NK,treatment,5
720,junk_doublet,treatment,5
721,NK,treatment,5
722,junk_doublet,treatment,5
723,B,treatment,5
724,NK,treatment,5
725,junk_noise,treatment,5
726,CD8_T,treatment,5
727,junk_debris,treatment,5
728,B,treatment,5
729,junk_doublet,treatment,5
730,junk_debris,treatment,5
731,CD4_T,treatment,5
732,junk_noise,treatment,5
733,B,treatment,5
734,junk_doublet,treatment,5
735,junk_doublet,treatment,5
736,CD4_T,treatment,5
737,junk_dead,treatment,5
738,junk_dead,treatment,5
739,CD4_T,treatment,5
740,junk_doublet,treatment,5
741,junk_doublet,treatment,5
742,junk_noise,treatment,5
743,Neutrophil,treatment,5
744,junk_debris,treatment,5
745,junk_noise,treatment,5
746,junk_noise,treatment,5
747,CD8_T,treatment,5
748,junk_debris,treatment,5
749,junk_debris,treatment,5
750,junk_doublet,treatment,5
751,NK,treatment,5
752,junk_doublet,treatment,5
753,CD4_T,treatment,5
754,junk_dead,treatment,5
755,junk_doublet,treatment,5
756,junk_debris,treatment,5
757,B,treatment,5
758,junk_debris,treatment,5
759,Myeloid,treatment,5
760,junk_debris,treatment,5
761,junk_dead,treatment,5
762,junk_debris,treatment,5
763,junk_debris,treatment,5
764,junk_noise,treatment,5
765,junk_debris,treatment,5
766,CD4_T,treatment,5
767,junk_debris,treatment,5
768,junk_noise,treatment,5
769,CD4_T,treatment,5
770,junk_dead,treatment,5
771,junk_debris,treatment,5
772,CD8_T,treatment,5
773,CD8_T,treatment,5
774,junk_debris,treatment,5
775,junk_doublet,treatment,5
776,junk_debris,treatment,5
777,Myeloid,treatment,5
778,junk_debris,treatment,5
779,junk_dead,treatment,5
780,junk_debris,treatment,5
781,junk_noise,treatment,5
782,junk_noise,treatment,5
783,junk_doublet,treatment,5
784,junk_noise,treatment,5
785,junk_debris,treatment,5
786,junk_noise,treatment,5
787,junk_dead,treatment,5
788,junk_debris,treatment,5
789,CD4_T,treatment,5
790,junk_noise,treatment,5
791,CD8_T,treatment,5
792,junk_noise,treatment,5
793,junk_doublet,treatment,5
794,junk_noise,treatment,5
795,NK,treatment,5
796,junk_noise,treatment,5
797,junk_debris,treatment,5
798,Neutrophil,treatment,5
799,junk_doublet,treatment,5
800,B,treatment,5
801,CD4_T,treatment,5
802,CD4_T,treatment,5
803,junk_doublet,treatment,5
804,junk_doublet,treatment,5
805,junk_noise,treatment,5
806,junk_doublet,treatment,5
807,junk_dead,treatment,5
808,DC,treatment,5
809,junk_debris,treatment,5
810,junk_debris,treatment,5
811,junk_debris,treatment,5
812,NK,treatment,5
813,Myeloid,treatment,5
814,junk_dead,treatment,5
815,DC,treatment,5
816,NK,treatment,5
817,junk_dead,treatment,5
818,junk_noise,treatment,5
819,CD4_T,treatment,5
820,junk_debris,treatment,5
821,junk_dead,treatment,5
822,CD4_T,treatment,5
823,junk_doublet,treatment,5
824,junk_noise,treatment,5
825,junk_debris,treatment,5
826,junk_debris,treatment,5
827,junk_dead,treatment,5
828,Myeloid,treatment,5
829,junk_dead,treatment,5
830,junk_dead,treatment,5
831,CD4_T,treatment,5
832,junk_doublet,treatment,5
833,junk_doublet,treatment,5
834,junk_noise,treatment,5
835,junk_noise,treatment,5
836,CD4_T,treatment,5
837,CD4_T,treatment,5
838,junk_noise,treatment,5
839,junk_doublet,treatment,5
840,B,treatment,5
841,junk_doublet,treatment,5
842,junk_debris,treatment,5
843,junk_debris,treatment,5
844,B,treatment,5
845,junk_debris,treatment,5
846,B,treatment,5
847,junk_doublet,treatment,5
848,junk_dead,treatment,5
849,B,treatment,5
850,Neutrophil,treatment,5
851,junk_debris,treatment,5
852,Myeloid,treatment,5
853,junk_doublet,treatment,5
854,junk_doublet,treatment,5
855,B,treatment,5
856,junk_debris,treatment,5
857,Myeloid,treatment,5
858,junk_doublet,treatment,5
859,junk_dead,treatment,5
860,junk_dead,treatment,5
861,CD8_T,treatment,5
862,junk_debris,treatment,5
863,junk_dead,treatment,5
864,junk_debris,treatment,5
865,NK,treatment,5
866,junk_debris,treatment,5
867,CD4_T,treatment,5
868,Myeloid,treatment,5
869,junk_noise,treatment,5
870,CD4_T,treatment,5
871,junk_noise,treatment,5
872,CD4_T,treatment,5
873,junk_debris,treatment,5
874,junk_debris,treatment,5
875,junk_debris,treatment,5
876,junk_dead,treatment,5
877,junk_debris,treatment,5
878,junk_dead,treatment,5
879,junk_dead,treatment,5
880,DC,treatment,5
881,junk_dead,treatment,5
882,junk_debris,treatment,5
883,NK,treatment,5
884,junk_debris,treatment,5
885,CD8_T,treatment,5
886,junk_noise,treatment,5
887,CD4_T,treatment,5
888,junk_doublet,treatment,5
889,junk_dead,treatment,5
890,CD4_T,treatment,5
891,junk_debris,treatment,5
892,NK,treatment,5
893,B,treatment,5
894,B,treatment,5
895,junk_dead,treatment,5
896,junk_debris,treatment,5
897,NK,treatment,5
898,B,treatment,5
899,junk_debris,treatment,5
900,junk_noise,treatment,5
901,junk_debris,treatment,5
902,junk_dead,treatment,5
903,junk_dead,treatment,5
904,Neutrophil,treatment,5
905,junk_dead,treatment,5
906,junk_dead,treatment,5
907,junk_doublet,treatment,5
908,junk_doublet,treatment,5
909,junk_debris,treatment,5
910,Neutrophil,treatment,5
911,junk_doublet,treatment,5
912,junk_doublet,treatment,5
913,junk_dead,treatment,5
914,Neutrophil,treatment,5
915,B,treatment,5
916,junk_debris,treatment,5
917,junk_debris,treatment,5
918,junk_debris,treatment,5
919,junk_debris,treatment,5
920,CD8_T,treatment,5
921,Myeloid,treatment,5
922,Myeloid,treatment,5
923,NK,treatment,5
924,junk_debris,treatment,5
925,junk_debris,treatment,5
926,Myeloid,treatment,5
927,B,treatment,5
928,junk_noise,treatment,5
929,junk_dead,treatment,5
930,junk_doublet,treatment,5
931,Neutrophil,treatment,5
932,Neutrophil,treatment,5
933,junk_dead,treatment,5
934,Neutrophil,treatment,5
935,B,treatment,5
936,junk_debris,treatment,5
937,junk_noise,treatment,5
938,junk_debris,treatment,5
939,junk_doublet,treatment,5
940,B,treatment,5
941,junk_doublet,treatment,5
942,junk_doublet,treatment,5
943,Myeloid,treatment,5
944,junk_noise,treatment,5
945,Neutrophil,treatment,5
946,NK,treatment,5
947,CD8_T,treatment,5
948,junk_doublet,treatment,5
949,junk_debris,treatment,5
950,junk_noise,treatment,5
951,junk_dead,treatment,5
952,junk_dead,treatment,5
953,junk_debris,treatment,5
954,junk_debris,treatment,5
955,B,treatment,5
956,Myeloid,treatment,5
957,Neutrophil,treatment,5
958,junk_debris,treatment,5
959,junk_dead,treatment,5
960,junk_debris,treatment,5
961,junk_doublet,treatment,5
962,junk_dead,treatment,5
963,Neutrophil,treatment,5
964,CD4_T,treatment,5
965,B,treatment,5
966,junk_noise,treatment,5
967,junk_debris,treatment,5
968,B,treatment,5
969,Myeloid,treatment,5
970,junk_debris,treatment,5
971,junk_dead,treatment,5
972,CD8_T,treatment,5
973,Myeloid,treatment,5
974,junk_dead,treatment,5
975,junk_noise,treatment,5
976,junk_noise,treatment,5
977,junk_dead,treatment,5
978,junk_debris,treatment,5
979,junk_debris,treatment,5
980,Myeloid,treatment,5
981,B,treatment,5
982,junk_debris,treatment,5
983,junk_dead,treatment,5
984,junk_doublet,treatment,5
985,junk_doublet,treatment,5
986,junk_doublet,treatment,5
987,junk_debris,treatment,5
988,junk_doublet,treatment,5
989,junk_debris,treatment,5
990,junk_dead,treatment,5
991,junk_debris,treatment,5
992,B,treatment,5
993,junk_debris,treatment,5
994,junk_debris,treatment,5
995,CD8_T,treatment,5
996,junk_dead,treatment,5
997,Myeloid,treatment,5
998,CD8_T,treatment,5
999,CD4_T,treatment,5
1000,B,treatment,5
1001,junk_debris,treatment,5
1002,junk_debris,treatment,5
1003,junk_doublet,treatment,5
1004,junk_dead,treatment,5
1005,CD4_T,treatment,5
1006,junk_doublet,treatment,5
1007,Myeloid,treatment,5
1008,junk_noise,treatment,5
1009,B,treatment,5
1010,B,treatment,5
1011,junk_doublet,treatment,5
1012,junk_debris,treatment,5
1013,junk_dead,treatment,5
1014,Myeloid,treatment,5
1015,junk_noise,treatment,5
1016,junk_dead,treatment,5
1017,junk_doublet,treatment,5
